,pval_outlier
ZNF609#chr15:64499326-64499344(-),0.8209
ZNF609#chr15:64499469-64499487(+),0.9731
ZNF609#chr15:64499607-64499625(-),1.0
ZNF610#chr19:52336284-52336302(-),0.2771
ZNF610#chr19:52336351-52336369(-),0.0548
ZNF610#chr19:52336487-52336505(-),0.9926
ZNF610#chr19:52336558-52336576(-),0.1995
ZNF610#chr19:52336675-52336693(+),0.9993
ZNF610#chr19:52336751-52336769(-),1.0
ZNF611#chr19:52734629-52734647(+),0.9993
ZNF611#chr19:52734679-52734697(+),0.9999
ZNF611#chr19:52734723-52734741(+),0.4649
ZNF611#chr19:52734854-52734872(-),0.9531
ZNF611#chr19:52734953-52734971(-),0.2771
ZNF611#chr19:52735003-52735021(-),0.9854
ZNF613#chr19:51927443-51927461(-),0.9964
ZNF613#chr19:51927446-51927464(-),0.4649
ZNF613#chr19:51927473-51927491(+),0.9997
ZNF613#chr19:51927499-51927517(+),0.7476
ZNF613#chr19:51927503-51927521(+),0.9531
ZNF613#chr19:51927685-51927703(-),0.367
ZNF614#chr19:52028250-52028268(+),0.9854
ZNF614#chr19:52028312-52028330(-),0.661
ZNF614#chr19:52028350-52028368(+),0.9531
ZNF614#chr19:52028355-52028373(+),0.9984
ZNF614#chr19:52028362-52028380(+),0.0004
ZNF614#chr19:52028393-52028411(-),0.9531
ZNF615#chr19:52008137-52008155(+),0.1366
ZNF615#chr19:52008147-52008165(-),0.8209
ZNF615#chr19:52008168-52008186(-),0.661
ZNF615#chr19:52008181-52008199(-),0.9531
ZNF615#chr19:52008188-52008206(+),0.9984
ZNF615#chr19:52008192-52008210(+),0.8792
ZNF616#chr19:52139499-52139517(+),1.0
ZNF616#chr19:52139801-52139819(+),1.0
ZNF616#chr19:52139886-52139904(+),0.0889
ZNF616#chr19:52139897-52139915(+),0.367
ZNF616#chr19:52139911-52139929(-),1.0
ZNF616#chr19:52139916-52139934(-),0.0889
ZNF618#chr9:113876242-113876260(-),0.367
ZNF618#chr9:113876365-113876383(-),0.0045
ZNF618#chr9:113876376-113876394(+),0.9731
ZNF618#chr9:113876381-113876399(-),0.7476
ZNF618#chr9:113876439-113876457(+),0.9984
ZNF618#chr9:113876523-113876541(+),0.9997
ZNF619#chr3:40477174-40477192(+),0.0548
ZNF619#chr3:40477193-40477211(-),0.8209
ZNF619#chr3:40477202-40477220(-),0.9984
ZNF619#chr3:40477204-40477222(+),0.9964
ZNF619#chr3:40477241-40477259(-),0.9997
ZNF619#chr3:40477331-40477349(+),0.0
ZNF620#chr3:40506098-40506116(-),0.661
ZNF620#chr3:40506105-40506123(+),0.9531
ZNF620#chr3:40506112-40506130(+),1.0
ZNF620#chr3:40506118-40506136(+),1.0
ZNF620#chr3:40506129-40506147(+),0.0021
ZNF620#chr3:40506138-40506156(-),0.4649
ZNF621#chr3:40524961-40524979(-),0.9984
ZNF621#chr3:40524975-40524993(-),0.9227
ZNF621#chr3:40524994-40525012(+),0.5649
ZNF621#chr3:40525038-40525056(-),0.367
ZNF621#chr3:40525125-40525143(-),0.9731
ZNF621#chr3:40525152-40525170(+),0.0176
ZNF623#chr8:143636041-143636059(+),1.0
ZNF623#chr8:143636054-143636072(+),0.8209
ZNF623#chr8:143636081-143636099(+),0.0
ZNF623#chr8:143636085-143636103(-),0.0319
ZNF623#chr8:143636089-143636107(+),1.0
ZNF623#chr8:143636207-143636225(+),0.9926
ZNF624#chr17:16653731-16653749(+),0.661
ZNF624#chr17:16653746-16653764(+),0.0548
ZNF624#chr17:16653760-16653778(+),0.9964
ZNF624#chr17:16653771-16653789(+),0.8209
ZNF624#chr17:16653790-16653808(+),0.367
ZNF624#chr17:16653808-16653826(+),0.9993
ZNF625#chr19:12156627-12156645(+),0.9214
ZNF625#chr19:12156630-12156648(+),0.9214
ZNF625#chr19:12156666-12156684(-),0.5
ZNF625#chr19:12156683-12156701(+),0.5
ZNF625#chr19:12156697-12156715(-),0.3192
ZNF626#chr19:20661066-20661084(+),0.367
ZNF626#chr19:20661223-20661241(-),0.9731
ZNF626#chr19:20661503-20661521(+),0.9993
ZNF626#chr19:20661522-20661540(-),0.9531
ZNF626#chr19:20661528-20661546(+),0.2771
ZNF626#chr19:20661590-20661608(-),0.4649
ZNF627#chr19:11597454-11597472(+),0.1995
ZNF627#chr19:11597481-11597499(-),0.9926
ZNF627#chr19:11597497-11597515(-),0.0319
ZNF627#chr19:11597521-11597539(-),0.9999
ZNF627#chr19:11597537-11597555(-),1.0
ZNF627#chr19:11597552-11597570(-),0.5649
ZNF628#chr19:55476626-55476644(+),0.0001
ZNF628#chr19:55476631-55476649(+),0.0091
ZNF628#chr19:55476638-55476656(-),0.9531
ZNF628#chr19:55476641-55476659(-),0.9227
ZNF628#chr19:55476672-55476690(-),0.8792
ZNF628#chr19:55476803-55476821(+),0.9227
ZNF629#chr16:30786960-30786978(-),0.9531
ZNF629#chr16:30787095-30787113(+),0.661
ZNF629#chr16:30787110-30787128(+),0.661
ZNF629#chr16:30787136-30787154(+),0.7476
ZNF629#chr16:30787168-30787186(-),0.8792
ZNF629#chr16:30787170-30787188(+),0.1995
ZNF630#chrX:48071350-48071368(+),0.9984
ZNF630#chrX:48071587-48071605(+),0.367
ZNF630#chrX:48071613-48071631(+),0.9227
ZNF630#chrX:48071622-48071640(-),0.8792
ZNF630#chrX:48071633-48071651(-),0.1366
ZNF630#chrX:48071643-48071661(+),0.9731
ZNF639#chr3:179322853-179322871(+),0.9984
ZNF639#chr3:179323013-179323031(+),0.8209
ZNF639#chr3:179323029-179323047(-),0.0548
ZNF639#chr3:179323047-179323065(+),0.7476
ZNF639#chr3:179323223-179323241(-),0.7476
ZNF639#chr3:179323253-179323271(-),0.8792
ZNF641#chr12:48350788-48350806(-),0.1995
ZNF641#chr12:48350850-48350868(-),0.5649
ZNF641#chr12:48350853-48350871(-),0.9531
ZNF641#chr12:48350857-48350875(-),0.7476
ZNF641#chr12:48350879-48350897(+),0.9854
ZNF641#chr12:48350885-48350903(+),0.9227
ZNF644#chr1:91021414-91021432(+),0.661
ZNF644#chr1:91021604-91021622(-),0.5649
ZNF644#chr1:91021610-91021628(-),0.8792
ZNF644#chr1:91021792-91021810(-),0.9854
ZNF644#chr1:91022002-91022020(-),0.9731
ZNF644#chr1:91022058-91022076(-),0.0001
ZNF645#chrX:22272967-22272985(+),0.0
ZNF645#chrX:22272986-22273004(-),0.9227
ZNF645#chrX:22273007-22273025(-),0.1995
ZNF645#chrX:22273038-22273056(+),0.9993
ZNF645#chrX:22273283-22273301(+),0.9984
ZNF645#chrX:22273296-22273314(+),0.9984
ZNF646#chr16:31074431-31074449(+),0.0
ZNF646#chr16:31074464-31074482(-),0.9854
ZNF646#chr16:31074475-31074493(-),0.9984
ZNF646#chr16:31074611-31074629(+),1.0
ZNF646#chr16:31074714-31074732(-),0.0889
ZNF646#chr16:31074819-31074837(+),1.0
ZNF648#chr1:182061243-182061261(-),0.2771
ZNF648#chr1:182061627-182061645(+),0.7476
ZNF648#chr1:182061683-182061701(+),0.9731
ZNF648#chr1:182061696-182061714(-),0.9997
ZNF648#chr1:182061705-182061723(+),0.0319
ZNF648#chr1:182061708-182061726(+),0.7476
ZNF649#chr19:51904785-51904803(+),0.9964
ZNF649#chr19:51904801-51904819(+),0.4649
ZNF649#chr19:51904957-51904975(-),0.9984
ZNF649#chr19:51904967-51904985(-),0.9993
ZNF649#chr19:51904975-51904993(-),0.9993
ZNF649#chr19:51904987-51905005(-),0.0
ZNF652#chr17:49361901-49361919(-),0.8209
ZNF652#chr17:49362036-49362054(-),0.0889
ZNF652#chr17:49362048-49362066(-),0.9731
ZNF652#chr17:49362061-49362079(-),0.1995
ZNF652#chr17:49362094-49362112(-),0.7476
ZNF652#chr17:49362134-49362152(-),0.9984
ZNF653#chr19:11505753-11505771(-),0.9999
ZNF653#chr19:11505793-11505811(-),0.1995
ZNF653#chr19:11505798-11505816(-),0.0548
ZNF653#chr19:11505811-11505829(-),0.367
ZNF653#chr19:11505814-11505832(-),0.9997
ZNF653#chr19:11505830-11505848(-),0.9993
ZNF654#chr3:88139198-88139216(+),0.0176
ZNF654#chr3:88139213-88139231(+),0.9854
ZNF654#chr3:88139230-88139248(-),0.9854
ZNF654#chr3:88139331-88139349(+),0.1366
ZNF654#chr3:88139341-88139359(+),0.8209
ZNF654#chr3:88139357-88139375(+),1.0
ZNF655#chr7:99558677-99558695(-),0.661
ZNF655#chr7:99558680-99558698(-),0.5649
ZNF655#chr7:99558731-99558749(+),0.9993
ZNF655#chr7:99558840-99558858(+),0.9926
ZNF655#chr7:99558881-99558899(-),0.0889
ZNF655#chr7:99558949-99558967(-),0.9964
ZNF660#chr3:44584993-44585011(+),1.0
ZNF660#chr3:44585009-44585027(+),0.2771
ZNF660#chr3:44585018-44585036(+),0.8209
ZNF660#chr3:44585045-44585063(+),0.0889
ZNF660#chr3:44585176-44585194(-),0.9993
ZNF660#chr3:44585205-44585223(-),1.0
ZNF662#chr3:42906147-42906165(-),0.1995
ZNF662#chr3:42906162-42906180(+),1.0
ZNF662#chr3:42906169-42906187(+),0.2771
ZNF662#chr3:42906209-42906227(+),0.367
ZNF662#chr3:42906255-42906273(-),1.0
ZNF662#chr3:42906485-42906503(-),1.0
ZNF664#chr12:123973207-123973225(+),0.0045
ZNF664#chr12:123973210-123973228(+),0.0176
ZNF664#chr12:123973218-123973236(+),0.9964
ZNF664#chr12:123973225-123973243(-),0.9964
ZNF664#chr12:123973263-123973281(+),0.9997
ZNF664#chr12:123973500-123973518(+),0.9997
ZNF665#chr19:53193238-53193256(+),1.0
ZNF665#chr19:53193249-53193267(+),0.4649
ZNF665#chr19:53193282-53193300(+),0.9531
ZNF665#chr19:53193294-53193312(+),0.8792
ZNF665#chr19:53193329-53193347(-),1.0
ZNF665#chr19:53193337-53193355(-),0.8792
ZNF667#chr19:56477265-56477283(+),0.9854
ZNF667#chr19:56477269-56477287(-),1.0
ZNF667#chr19:56477274-56477292(-),0.1995
ZNF667#chr19:56477277-56477295(+),0.8792
ZNF667#chr19:56477280-56477298(+),0.0
ZNF667#chr19:56477308-56477326(-),1.0
ZNF668#chr16:31061487-31061505(-),1.0
ZNF668#chr16:31061498-31061516(-),0.0319
ZNF668#chr16:31061520-31061538(+),1.0
ZNF668#chr16:31061528-31061546(-),0.1366
ZNF668#chr16:31061548-31061566(-),0.4649
ZNF668#chr16:31061766-31061784(-),0.9731
ZNF669#chr1:247104086-247104104(+),0.1995
ZNF669#chr1:247104160-247104178(-),0.9731
ZNF669#chr1:247104244-247104262(+),0.9984
ZNF669#chr1:247104308-247104326(+),0.0009
ZNF669#chr1:247104329-247104347(+),0.9926
ZNF669#chr1:247104350-247104368(+),0.8792
ZNF670#chr1:247078347-247078365(+),0.9984
ZNF670#chr1:247078619-247078637(+),0.4649
ZNF670#chr1:247078683-247078701(+),1.0
ZNF670#chr1:247078688-247078706(+),0.0889
ZNF670#chr1:247078737-247078755(-),0.9854
ZNF670#chr1:247078788-247078806(-),0.2771
ZNF671#chr19:57727407-57727425(+),0.0176
ZNF671#chr19:57727534-57727552(-),0.2771
ZNF671#chr19:57727537-57727555(-),0.9964
ZNF671#chr19:57727553-57727571(-),0.9854
ZNF671#chr19:57727566-57727584(-),1.0
ZNF671#chr19:57727573-57727591(+),0.367
ZNF672#chr1:248838231-248838249(-),0.9984
ZNF672#chr1:248838298-248838316(-),0.0889
ZNF672#chr1:248838314-248838332(-),0.0319
ZNF672#chr1:248838411-248838429(+),0.9964
ZNF672#chr1:248838424-248838442(-),1.0
ZNF672#chr1:248838547-248838565(+),0.8792
ZNF674#chrX:46545361-46545379(-),0.2771
ZNF674#chrX:46545366-46545384(-),0.9964
ZNF674#chrX:46545378-46545396(+),0.7476
ZNF674#chrX:46545382-46545400(+),0.9854
ZNF674#chrX:46545395-46545413(-),0.9731
ZNF674#chrX:46545437-46545455(-),0.9227
ZNF675#chr19:23686689-23686707(-),0.0045
ZNF675#chr19:23686724-23686742(-),0.9531
ZNF675#chr19:23686958-23686976(+),0.367
ZNF675#chr19:23686964-23686982(-),0.8792
ZNF675#chr19:23687101-23687119(-),0.9227
ZNF675#chr19:23687134-23687152(+),0.9531
ZNF676#chr19:22196649-22196667(+),0.0091
ZNF676#chr19:22196750-22196768(+),0.9997
ZNF676#chr19:22196760-22196778(-),0.0176
ZNF676#chr19:22196801-22196819(+),0.9964
ZNF676#chr19:22196898-22196916(+),0.367
ZNF676#chr19:22196931-22196949(-),0.9854
ZNF677#chr19:53254674-53254692(-),0.0889
ZNF677#chr19:53254771-53254789(+),0.9227
ZNF677#chr19:53254804-53254822(+),0.4649
ZNF677#chr19:53254836-53254854(-),0.661
ZNF677#chr19:53254854-53254872(+),0.8209
ZNF677#chr19:53254864-53254882(-),0.9227
ZNF678#chr1:227563558-227563576(-),0.9999
ZNF678#chr1:227563573-227563591(-),0.661
ZNF678#chr1:227563590-227563608(-),0.9854
ZNF678#chr1:227563722-227563740(+),1.0
ZNF678#chr1:227563816-227563834(-),0.8209
ZNF678#chr1:227563898-227563916(-),0.0176
ZNF679#chr7:64248982-64249000(+),0.1366
ZNF679#chr7:64248989-64249007(-),0.9984
ZNF679#chr7:64249002-64249020(-),0.0004
ZNF679#chr7:64249300-64249318(+),0.9999
ZNF679#chr7:64249305-64249323(-),0.9964
ZNF679#chr7:64249308-64249326(+),0.5649
ZNF680#chr7:64562638-64562656(+),0.9227
ZNF680#chr7:64562833-64562851(-),0.4649
ZNF680#chr7:64562980-64562998(+),0.9854
ZNF680#chr7:64562985-64563003(+),0.1995
ZNF680#chr7:64563028-64563046(+),0.9964
ZNF680#chr7:64563058-64563076(-),0.9997
ZNF681#chr19:23758567-23758585(+),0.9227
ZNF681#chr19:23758608-23758626(-),0.9964
ZNF681#chr19:23758622-23758640(+),0.0889
ZNF681#chr19:23758821-23758839(+),0.5649
ZNF681#chr19:23758863-23758881(+),0.9999
ZNF681#chr19:23758868-23758886(-),0.5649
ZNF682#chr19:20039118-20039136(+),1.0
ZNF682#chr19:20039182-20039200(+),0.9984
ZNF682#chr19:20039223-20039241(+),0.0
ZNF682#chr19:20039272-20039290(-),0.0319
ZNF682#chr19:20039311-20039329(-),0.9984
ZNF682#chr19:20039478-20039496(-),0.9531
ZNF683#chr1:26370343-26370361(-),0.4649
ZNF683#chr1:26370628-26370646(+),0.9227
ZNF683#chr1:26370672-26370690(-),0.0176
ZNF683#chr1:26370735-26370753(+),0.367
ZNF683#chr1:26370747-26370765(+),0.5649
ZNF683#chr1:26370751-26370769(+),1.0
ZNF684#chr1:40531633-40531651(+),0.1995
ZNF684#chr1:40531677-40531695(+),0.5649
ZNF684#chr1:40531680-40531698(+),0.9531
ZNF684#chr1:40531686-40531704(-),0.0319
ZNF684#chr1:40531714-40531732(-),0.9993
ZNF684#chr1:40531724-40531742(+),0.9731
ZNF687#chr1:151282244-151282262(-),0.0
ZNF687#chr1:151282292-151282310(+),0.9984
ZNF687#chr1:151282505-151282523(-),0.1995
ZNF687#chr1:151282547-151282565(-),0.9984
ZNF687#chr1:151282651-151282669(+),0.9926
ZNF687#chr1:151282666-151282684(+),0.9854
ZNF688#chr16:30571633-30571651(+),0.661
ZNF688#chr16:30571645-30571663(-),0.9926
ZNF688#chr16:30571692-30571710(-),0.0889
ZNF688#chr16:30571702-30571720(+),0.8209
ZNF688#chr16:30571732-30571750(-),0.8792
ZNF688#chr16:30571737-30571755(-),0.9854
ZNF689#chr16:30610117-30610135(+),0.1366
ZNF689#chr16:30610292-30610310(+),0.0548
ZNF689#chr16:30610335-30610353(+),0.9731
ZNF689#chr16:30610343-30610361(-),0.8792
ZNF689#chr16:30610363-30610381(-),0.8209
ZNF689#chr16:30610376-30610394(-),0.9964
ZNF69#chr19:11887782-11887800(-),0.9731
ZNF69#chr19:11887785-11887803(+),0.9531
ZNF69#chr19:11887817-11887835(-),0.8209
ZNF69#chr19:11887827-11887845(-),0.9227
ZNF69#chr19:11887858-11887876(-),0.0319
ZNF69#chr19:11888034-11888052(+),0.367
ZNF691#chr1:42846603-42846621(+),0.367
ZNF691#chr1:42846618-42846636(-),0.0176
ZNF691#chr1:42846626-42846644(+),0.9926
ZNF691#chr1:42846629-42846647(+),0.9227
ZNF691#chr1:42846637-42846655(-),0.661
ZNF691#chr1:42846667-42846685(-),0.9854
ZNF692#chr1:248858768-248858786(+),0.7476
ZNF692#chr1:248858841-248858859(+),0.9531
ZNF692#chr1:248859013-248859031(-),1.0
ZNF692#chr1:248859040-248859058(+),0.1995
ZNF692#chr1:248859046-248859064(+),0.9227
ZNF692#chr1:248859057-248859075(-),0.1366
ZNF695#chr1:247007598-247007616(+),0.9227
ZNF695#chr1:247007876-247007894(-),1.0
ZNF695#chr1:247007978-247007996(+),0.367
ZNF695#chr1:247007984-247008002(-),0.7476
ZNF695#chr1:247008036-247008054(-),0.9964
ZNF695#chr1:247008056-247008074(+),0.2771
ZNF696#chr8:143291402-143291420(+),1.0
ZNF696#chr8:143291468-143291486(+),0.0889
ZNF696#chr8:143291494-143291512(+),0.9926
ZNF696#chr8:143291497-143291515(+),0.0176
ZNF696#chr8:143291621-143291639(-),0.2771
ZNF696#chr8:143291629-143291647(-),1.0
ZNF697#chr1:119647908-119647926(+),0.8209
ZNF697#chr1:119648021-119648039(+),0.5649
ZNF697#chr1:119648060-119648078(+),0.8792
ZNF697#chr1:119648082-119648100(+),0.0
ZNF697#chr1:119648249-119648267(+),0.9731
ZNF697#chr1:119648261-119648279(+),0.9993
ZNF699#chr19:9304950-9304968(-),0.9531
ZNF699#chr19:9304998-9305016(+),0.0
ZNF699#chr19:9305006-9305024(+),0.2771
ZNF699#chr19:9305026-9305044(-),0.8792
ZNF699#chr19:9305116-9305134(-),0.9854
ZNF699#chr19:9305119-9305137(-),0.9993
ZNF699#chr19:9309449-9309467(+),0.8792
ZNF699#chr19:9309566-9309584(+),0.9731
ZNF699#chr19:9309640-9309658(+),0.0
ZNF699#chr19:9309648-9309666(+),0.7476
ZNF699#chr19:9309709-9309727(+),0.9531
ZNF699#chr19:9309723-9309741(-),0.7476
ZNF7#chr8:144827546-144827564(+),1.0
ZNF7#chr8:144827573-144827591(+),0.9984
ZNF7#chr8:144827585-144827603(+),0.367
ZNF7#chr8:144827591-144827609(-),0.1995
ZNF7#chr8:144827602-144827620(+),0.1366
ZNF7#chr8:144827646-144827664(-),0.9531
ZNF70#chr22:23750907-23750925(+),0.0
ZNF70#chr22:23750916-23750934(+),0.8209
ZNF70#chr22:23751047-23751065(+),0.9227
ZNF70#chr22:23751056-23751074(+),0.5649
ZNF70#chr22:23751072-23751090(-),0.9964
ZNF70#chr22:23751081-23751099(-),0.9731
ZNF701#chr19:52570273-52570291(+),0.367
ZNF701#chr19:52570307-52570325(-),0.9731
ZNF701#chr19:52570358-52570376(+),0.9227
ZNF701#chr19:52570369-52570387(-),0.8792
ZNF701#chr19:52570431-52570449(-),0.367
ZNF701#chr19:52570697-52570715(+),0.661
ZNF703#chr8:37695762-37695780(+),0.1995
ZNF703#chr8:37695790-37695808(+),0.9999
ZNF703#chr8:37695793-37695811(+),0.0
ZNF703#chr8:37696161-37696179(-),0.8792
ZNF703#chr8:37696203-37696221(-),0.9854
ZNF703#chr8:37696272-37696290(-),0.9984
ZNF704#chr8:80873496-80873514(-),0.2771
ZNF704#chr8:80873788-80873806(+),0.9531
ZNF704#chr8:80873791-80873809(+),1.0
ZNF704#chr8:80873880-80873898(-),0.661
ZNF704#chr8:80874487-80874505(-),0.5649
ZNF704#chr8:80874490-80874508(-),0.8792
ZNF705A#chr12:8156626-8156644(+),0.0889
ZNF705A#chr12:8156665-8156683(-),0.661
ZNF705A#chr12:8156791-8156809(+),0.9999
ZNF705A#chr12:8156794-8156812(+),0.9227
ZNF705A#chr12:8156799-8156817(+),0.2771
ZNF705A#chr12:8156899-8156917(+),0.9531
ZNF706#chr8:101205100-101205118(+),1.0
ZNF706#chr8:101205114-101205132(-),0.4649
ZNF706#chr8:101205198-101205216(-),0.0
ZNF706#chr8:101205386-101205404(-),0.9984
ZNF706#chr8:101205430-101205448(-),0.1995
ZNF706#chr8:101205438-101205456(+),0.9731
ZNF707#chr8:143684490-143684508(+),1.0
ZNF707#chr8:143684507-143684525(+),1.0
ZNF707#chr8:143684510-143684528(+),1.0
ZNF707#chr8:143684524-143684542(-),1.0
ZNF707#chr8:143684538-143684556(-),1.0
ZNF707#chr8:143684647-143684665(+),1.0
ZNF708#chr19:21328872-21328890(+),0.9926
ZNF708#chr19:21329270-21329288(+),0.8209
ZNF708#chr19:21329320-21329338(+),0.9731
ZNF708#chr19:21329386-21329404(-),0.8209
ZNF708#chr19:21329391-21329409(-),0.9531
ZNF708#chr19:21329396-21329414(-),0.0548
ZNF71#chr19:56595272-56595290(+),0.9964
ZNF71#chr19:56595290-56595308(+),0.9854
ZNF71#chr19:56595306-56595324(+),1.0
ZNF71#chr19:56595353-56595371(-),0.4649
ZNF71#chr19:56595357-56595375(-),0.1366
ZNF71#chr19:56595413-56595431(+),0.9984
ZNF710#chr15:90001322-90001340(+),1.0
ZNF710#chr15:90001327-90001345(-),0.9993
ZNF710#chr15:90001363-90001381(-),0.0045
ZNF710#chr15:90001446-90001464(+),0.8792
ZNF710#chr15:90001519-90001537(+),0.1366
ZNF710#chr15:90001743-90001761(-),0.9997
ZNF711#chrX:85244029-85244047(+),0.661
ZNF711#chrX:85244039-85244057(+),0.9731
ZNF711#chrX:85244055-85244073(-),0.8792
ZNF711#chrX:85244088-85244106(-),0.9993
ZNF711#chrX:85244176-85244194(+),0.0
ZNF711#chrX:85244201-85244219(+),0.9854
ZNF713#chr7:55887473-55887491(-),0.0
ZNF713#chr7:55887483-55887501(+),0.9731
ZNF713#chr7:55887491-55887509(-),0.8209
ZNF713#chr7:55887512-55887530(-),0.9531
ZNF713#chr7:55887524-55887542(+),0.9993
ZNF713#chr7:55887537-55887555(-),0.5649
ZNF714#chr19:21082248-21082266(-),0.4649
ZNF714#chr19:21082326-21082344(-),0.0548
ZNF714#chr19:21082382-21082400(+),0.9227
ZNF714#chr19:21082385-21082403(+),1.0
ZNF714#chr19:21082573-21082591(+),0.9999
ZNF714#chr19:21082656-21082674(-),0.661
ZNF716#chr7:57450152-57450170(+),0.8209
ZNF716#chr7:57450163-57450181(-),0.4649
ZNF716#chr7:57450476-57450494(-),1.0
ZNF716#chr7:57450479-57450497(+),0.8209
ZNF716#chr7:57450635-57450653(+),0.9227
ZNF716#chr7:57450653-57450671(+),0.5649
ZNF717#chr3:75785103-75785121(+),0.9999
ZNF717#chr3:75785110-75785128(-),0.9964
ZNF717#chr3:75785374-75785392(-),0.0548
ZNF717#chr3:75785460-75785478(+),0.4649
ZNF717#chr3:75785470-75785488(-),0.9854
ZNF717#chr3:75785530-75785548(-),0.367
ZNF718#chr4:124521-124539(-),0.0548
ZNF718#chr4:124542-124560(-),0.9984
ZNF718#chr4:124545-124563(+),0.9854
ZNF718#chr4:124558-124576(-),0.9531
ZNF718#chr4:124563-124581(-),0.367
ZNF718#chr4:124741-124759(+),0.367
ZNF720#chr16:31713278-31713296(+),0.0009
ZNF720#chr16:31713303-31713321(+),0.0889
ZNF720#chr16:31713312-31713330(-),0.9993
ZNF720#chr16:31713362-31713380(-),0.9964
ZNF720#chr16:31713449-31713467(+),0.9227
ZNF720#chr16:31713557-31713575(-),1.0
ZNF721#chr4:473918-473936(-),0.8209
ZNF721#chr4:474090-474108(-),0.1995
ZNF721#chr4:474130-474148(+),0.8209
ZNF721#chr4:474155-474173(-),0.0045
ZNF721#chr4:474158-474176(-),0.9854
ZNF721#chr4:474180-474198(-),0.2771
ZNF721#chr4:499060-499078(+),0.9731
ZNF721#chr4:499085-499103(+),0.9964
ZNF721#chr4:499092-499110(+),0.9854
ZNF721#chr4:499103-499121(-),0.0045
ZNF721#chr4:499121-499139(-),0.2771
ZNF721#chr4:499125-499143(-),1.0
ZNF726#chr19:23914882-23914900(+),0.8209
ZNF726#chr19:23914922-23914940(-),0.4649
ZNF726#chr19:23915083-23915101(-),0.9926
ZNF726#chr19:23915113-23915131(-),0.9227
ZNF726#chr19:23915182-23915200(-),0.1995
ZNF726#chr19:23915284-23915302(+),0.9731
ZNF727#chr7:64045494-64045512(-),0.7476
ZNF727#chr7:64045509-64045527(-),1.0
ZNF727#chr7:64045518-64045536(-),0.4649
ZNF727#chr7:64045523-64045541(-),0.367
ZNF727#chr7:64045543-64045561(-),0.9926
ZNF727#chr7:64045724-64045742(+),0.9731
ZNF729#chr19:22286430-22286448(+),0.9531
ZNF729#chr19:22286442-22286460(-),0.1995
ZNF729#chr19:22286488-22286506(+),0.9993
ZNF729#chr19:22286492-22286510(-),0.7476
ZNF729#chr19:22286518-22286536(-),0.9984
ZNF729#chr19:22286669-22286687(-),0.0176
ZNF730#chr19:23117045-23117063(-),0.0
ZNF730#chr19:23117048-23117066(-),0.0889
ZNF730#chr19:23117056-23117074(-),0.9984
ZNF730#chr19:23117102-23117120(+),0.9854
ZNF730#chr19:23117329-23117347(-),0.9993
ZNF730#chr19:23117463-23117481(+),0.9984
ZNF732#chr4:305400-305418(-),0.9227
ZNF732#chr4:305408-305426(-),0.9531
ZNF732#chr4:305413-305431(+),0.9964
ZNF732#chr4:305417-305435(-),0.9993
ZNF732#chr4:305419-305437(+),0.5649
ZNF732#chr4:305448-305466(-),0.0
ZNF735#chr7:64207366-64207384(-),0.9531
ZNF735#chr7:64207372-64207390(-),0.2771
ZNF735#chr7:64207395-64207413(-),0.2771
ZNF735#chr7:64207519-64207537(+),1.0
ZNF735#chr7:64207533-64207551(+),1.0
ZNF735#chr7:64207627-64207645(+),0.8209
ZNF736#chr7:64307448-64307466(+),0.0889
ZNF736#chr7:64307452-64307470(-),0.0319
ZNF736#chr7:64307484-64307502(+),0.2771
ZNF736#chr7:64307511-64307529(-),0.9227
ZNF736#chr7:64307526-64307544(-),0.9531
ZNF736#chr7:64307852-64307870(-),0.9531
ZNF736#chr7:64314004-64314022(-),0.0548
ZNF736#chr7:64314044-64314062(-),0.5649
ZNF736#chr7:64314047-64314065(-),0.9999
ZNF736#chr7:64314052-64314070(-),0.5649
ZNF736#chr7:64314061-64314079(-),0.9926
ZNF736#chr7:64314122-64314140(+),0.2771
ZNF737#chr19:20565326-20565344(+),1.0
ZNF737#chr19:20565422-20565440(+),1.0
ZNF737#chr19:20565432-20565450(+),1.0
ZNF737#chr19:20565464-20565482(+),1.0
ZNF737#chr19:20565593-20565611(-),1.0
ZNF737#chr19:20565654-20565672(-),1.0
ZNF74#chr22:20394177-20394195(+),0.0889
ZNF74#chr22:20394191-20394209(-),0.9984
ZNF74#chr22:20394214-20394232(-),0.9926
ZNF74#chr22:20394216-20394234(+),0.0
ZNF74#chr22:20394226-20394244(-),0.9984
ZNF74#chr22:20394251-20394269(-),0.9997
ZNF740#chr12:53180727-53180745(+),0.0
ZNF740#chr12:53180734-53180752(-),1.0
ZNF740#chr12:53180748-53180766(+),0.1366
ZNF740#chr12:53180755-53180773(-),0.9531
ZNF740#chr12:53181043-53181061(+),0.9926
ZNF740#chr12:53181177-53181195(-),0.9993
ZNF746#chr7:149497652-149497670(+),0.9854
ZNF746#chr7:149497660-149497678(-),0.9731
ZNF746#chr7:149497696-149497714(-),0.9731
ZNF746#chr7:149497714-149497732(-),0.9993
ZNF746#chr7:149497763-149497781(+),0.0319
ZNF746#chr7:149497822-149497840(+),0.367
ZNF749#chr19:57435341-57435359(-),0.367
ZNF749#chr19:57435349-57435367(+),0.0091
ZNF749#chr19:57435367-57435385(-),0.9854
ZNF749#chr19:57435371-57435389(+),1.0
ZNF749#chr19:57435397-57435415(-),1.0
ZNF749#chr19:57435546-57435564(+),0.9964
