ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	n_disease_associations	mondo_ids	omim_ids	distance_mean_HonCM	distance_rank_HonCM	sig_dist_gt_NC_max_HonCM	distance_mean_HuangfuDE	distance_rank_HuangfuDE	sig_dist_gt_NC_max_HuangfuDE	distance_mean_HuangfuESC	distance_rank_HuangfuESC	sig_dist_gt_NC_max_HuangfuESC	n_datasets_with_data	n_datasets_significant	max_distance_across_datasets	classification
ENSG00000109705	NKX3-2	NKX3-2	NK	Homeodomain	1		OMIM:613330	0.9656768798828124	1505.0	False	90.82288208007812	1328.0	False	510.5440093994141	1423.0	False	3	0	510.5440093994141	convergent_nonsignificant
ENSG00000117139	KDM5B	KDM5B		ARID/BRIGHT	1		OMIM:618109	1.0702056884765625	1319.0	False	88.2823974609375	1546.0	False	510.08594970703126	1433.0	False	3	0	510.08594970703126	convergent_nonsignificant
ENSG00000225614	ZNF469	ZNF469		C2H2 ZF	1		OMIM:229200	1.514788818359375	759.0	False	95.1961669921875	916.0	False	509.997982788086	1435.0	False	3	0	509.997982788086	convergent_nonsignificant
ENSG00000197579	TOPORS	TOPORS		Unknown	1		OMIM:609923	1.0135223388671877	1412.0	False	89.68389282226562	1439.0	False	509.93439025878905	1436.0	False	3	0	509.93439025878905	convergent_nonsignificant
ENSG00000126464	PRR12	PRR12		AT hook	1		OMIM:619539	0.887249755859375	1644.0	False	80.77853393554688	1971.0	False	509.5447570800781	1443.0	False	3	0	509.5447570800781	convergent_nonsignificant
ENSG00000143178	TBX19	TBX19	Brachyury-related factors	T-box	1		OMIM:201400	0.80484619140625	1783.0	False	97.11094360351562	753.0	False	509.1260070800781	1452.0	False	3	0	509.1260070800781	convergent_nonsignificant
ENSG00000245848	CEBPA	CEBPA	CEBP-related	bZIP	1		OMIM:601626	1.526708984375	741.0	False	92.64929809570312	1133.0	False	509.0944030761719	1453.0	False	3	0	509.0944030761719	convergent_nonsignificant
ENSG00000168267	PTF1A	PTF1A		bHLH	2		OMIM:609069;OMIM:615935	1.7178192138671875	623.0	False	78.48394775390625	2049.0	False	508.777197265625	1463.0	False	3	0	508.777197265625	convergent_nonsignificant
ENSG00000172379	ARNT2	ARNT2	PAS domain factors	bHLH	1		OMIM:615926	1.6311798095703125	677.0	False	95.61160888671876	884.0	False	508.7704223632812	1464.0	False	3	0	508.7704223632812	convergent_nonsignificant
ENSG00000183770	FOXL2	FOXL2		Forkhead	2		OMIM:110100;OMIM:608996	1.544781494140625	722.0	False	101.54043579101562	382.0	False	508.6744384765625	1465.0	False	3	0	508.6744384765625	convergent_nonsignificant
ENSG00000165119	HNRNPK	HNRNPK		Unknown	1		OMIM:616580	1.799334716796875	561.0	False	86.49105224609374	1675.0	False	508.5124145507813	1470.0	False	3	0	508.5124145507813	convergent_nonsignificant
ENSG00000187605	TET3	TET3		CxxC	1		OMIM:618798	1.598712158203125	697.0	False	97.12489624023438	751.0	False	508.4265655517578	1472.0	False	3	0	508.4265655517578	convergent_nonsignificant
ENSG00000181690	PLAG1	PLAG1	More than 3 adjacent zinc fingers	C2H2 ZF	2		OMIM:181030;OMIM:618907	1.178497314453125	1141.0	False	102.74674682617189	306.0	False	508.36378784179686	1473.0	False	3	0	508.36378784179686	convergent_nonsignificant
ENSG00000133884	DPF2	DPF2		Unknown	1		OMIM:618027	3.777877807617188	205.0	False	92.36807250976562	1157.0	False	508.1770751953125	1476.0	False	3	0	508.1770751953125	convergent_nonsignificant
ENSG00000075891	PAX2	PAX2	Paired domain only	Homeodomain; Paired box	2		OMIM:120330;OMIM:616002	3.1614593505859374	253.0	False	88.54837036132812	1525.0	False	507.5260375976562	1489.0	False	3	0	507.5260375976562	convergent_nonsignificant
ENSG00000171532	NEUROD2	NEUROD2	Tal-related	bHLH	1		OMIM:618374	1.31826171875	958.0	False	82.50528564453126	1900.0	False	507.1612854003906	1496.0	False	3	0	507.1612854003906	convergent_nonsignificant
ENSG00000092067	CEBPE	CEBPE	CEBP-related	bZIP	2		OMIM:245480;OMIM:260570	1.5182281494140626	753.0	False	84.11648559570312	1829.0	False	506.1697113037109	1512.0	False	3	0	506.1697113037109	convergent_nonsignificant
ENSG00000181449	SOX2	SOX2	SOX-related factors	HMG/Sox	1		OMIM:206900	0.843603515625	1715.0	False	94.56622924804688	962.0	False	505.8095275878906	1517.0	False	3	0	505.8095275878906	convergent_nonsignificant
ENSG00000105991	HOXA1	HOXA1	HOX	Homeodomain	1		OMIM:601536	1.4634033203125	804.0	False	99.05328369140624	568.0	False	505.4703125	1523.0	False	3	0	505.4703125	convergent_nonsignificant
ENSG00000126456	IRF3	IRF3	Interferon-regulatory factors	IRF	1		OMIM:616532	0.7729827880859375	1835.0	False	101.46651611328124	392.0	False	505.2908630371094	1527.0	False	3	0	505.2908630371094	convergent_nonsignificant
ENSG00000077092	RARB	RARB	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	1		OMIM:615524	1.2329986572265623	1069.0	False	104.1634765625	235.0	False	505.0308227539063	1532.0	False	3	0	505.0308227539063	convergent_nonsignificant
ENSG00000158773	USF1	USF1	bHLH-ZIP	bHLH	1		OMIM:602491	1.482342529296875	783.0	False	103.192578125	288.0	False	504.6310791015625	1539.0	False	3	0	504.6310791015625	convergent_nonsignificant
ENSG00000161405	IKZF3	IKZF3		C2H2 ZF	1		OMIM:619437	0.8984649658203125	1629.0	False	85.285498046875	1748.0	False	504.34022521972656	1543.0	False	3	0	504.34022521972656	convergent_nonsignificant
ENSG00000138795	LEF1	LEF1	TCF-7-related factors	HMG/Sox	1		OMIM:621224	1.46204833984375	806.0	False	90.94212036132812	1313.0	False	504.1120635986328	1546.0	False	3	0	504.1120635986328	convergent_nonsignificant
ENSG00000214336	FOXI3	FOXI3		Forkhead	1		OMIM:620444	1.355267333984375	918.0	False	81.5608642578125	1942.0	False	504.0382385253906	1547.0	False	3	0	504.0382385253906	convergent_nonsignificant
ENSG00000186895	FGF3	FGF3			1		OMIM:610706	2.35772705078125	377.0	False	96.07290649414062	845.0	False	503.99509887695314	1549.0	False	3	0	503.99509887695314	convergent_nonsignificant
ENSG00000073282	TP63	TP63	p53-related factors	p53	8		OMIM:103285;OMIM:106260;OMIM:129400;OMIM:603543;OMIM:604292;OMIM:605289;OMIM:618149;OMIM:620311	0.883551025390625	1652.0	False	100.41787719726562	454.0	False	503.651968383789	1557.0	False	3	0	503.651968383789	convergent_nonsignificant
ENSG00000176165	FOXG1	FOXG1	FOX	Forkhead	1		OMIM:613454	1.284417724609375	997.0	False	67.60934448242188	2158.0	False	503.5328918457032	1559.0	False	3	0	503.5328918457032	convergent_nonsignificant
ENSG00000112365	ZBTB24	ZBTB24	More than 3 adjacent zinc fingers	C2H2 ZF; AT hook	1		OMIM:614069	3.37607421875	223.0	False	96.86400146484377	776.0	False	503.2781127929687	1562.0	False	3	0	503.2781127929687	convergent_nonsignificant
ENSG00000105996	HOXA2	HOXA2	HOX	Homeodomain	1		OMIM:612290	0.9516693115234376	1524.0	False	106.64197998046876	147.0	False	502.9501037597656	1571.0	False	3	0	502.9501037597656	convergent_nonsignificant
ENSG00000060237	WNK1	WNK1			2		OMIM:201300;OMIM:614492	1.7726165771484377	584.0	False	101.72694702148438	369.0	False	501.24732666015626	1598.0	False	3	0	501.24732666015626	convergent_nonsignificant
ENSG00000054598	FOXC1	FOXC1	FOX	Forkhead	2		OMIM:601631;OMIM:602482	3.0873291015625	260.0	False	104.76112060546876	208.0	False	501.0623443603516	1601.0	False	3	0	501.0623443603516	convergent_nonsignificant
ENSG00000139613	SMARCC2	SMARCC2		Myb/SANT	1		OMIM:618362	3.2136749267578124	245.0	False	76.88519897460938	2083.0	False	500.9560150146484	1604.0	False	3	0	500.9560150146484	convergent_nonsignificant
ENSG00000139083	ETV6	ETV6	Ets-related	Ets	2		OMIM:601626;OMIM:616216	1.215576171875	1096.0	False	99.2886474609375	545.0	False	500.8062805175781	1608.0	False	3	0	500.8062805175781	convergent_nonsignificant
ENSG00000091010	POU4F3	POU4F3	POU domain factors	Homeodomain; POU	1		OMIM:602459	1.9369873046875	506.0	False	83.95623168945312	1837.0	False	500.3693481445313	1612.0	False	3	0	500.3693481445313	convergent_nonsignificant
ENSG00000129654	FOXJ1	FOXJ1		Forkhead	1		OMIM:618699	0.7568878173828125	1857.0	False	84.50818481445313	1800.0	False	499.8512847900391	1622.0	False	3	0	499.8512847900391	convergent_nonsignificant
ENSG00000134574	DDB2	DDB2		Unknown	1		OMIM:278740	1.1766326904296875	1142.0	False	86.68414916992188	1664.0	False	499.7551879882813	1623.0	False	3	0	499.7551879882813	convergent_nonsignificant
ENSG00000135100	HNF1A	HNF1A	POU domain factors	Homeodomain	6		OMIM:125853;OMIM:142330;OMIM:144700;OMIM:222100;OMIM:600496;OMIM:612520	1.5963104248046875	700.0	False	96.3210205078125	823.0	False	499.41456909179686	1627.0	False	3	0	499.41456909179686	convergent_nonsignificant
ENSG00000092607	TBX15	TBX15	TBX1-related factors	T-box	1		OMIM:260660	0.8982177734375	1630.0	False	100.23434448242188	469.0	False	498.7711944580078	1636.0	False	3	0	498.7711944580078	convergent_nonsignificant
ENSG00000129152	MYOD1	MYOD1	MyoD/ASC-related factors	bHLH	1		OMIM:618975	0.8619293212890625	1686.0	False	97.31668701171876	723.0	False	498.7423553466797	1638.0	False	3	0	498.7423553466797	convergent_nonsignificant
ENSG00000153187	HNRNPU	HNRNPU		Unknown	1		OMIM:617391	0.8360198974609375	1725.0	False	85.14832763671875	1753.0	False	498.1466430664062	1649.0	False	3	0	498.1466430664062	convergent_nonsignificant
ENSG00000189067	LITAF	LITAF			1		OMIM:601098	1.348175048828125	925.0	False	92.02660522460936	1196.0	False	498.14540100097656	1650.0	False	3	0	498.14540100097656	convergent_nonsignificant
ENSG00000071564	TCF3	TCF3	E2A	bHLH	2		OMIM:616941;OMIM:619824	1.36837158203125	897.0	False	99.99607543945312	487.0	False	498.10626831054685	1651.0	False	3	0	498.10626831054685	convergent_nonsignificant
ENSG00000162367	TAL1	TAL1		bHLH	1		OMIM:613065	1.2921112060546875	988.0	False	98.50572509765624	617.0	False	497.3748840332031	1658.0	False	3	0	497.3748840332031	convergent_nonsignificant
ENSG00000118058	KMT2A	KMT2A		CxxC; AT hook	1		OMIM:605130	1.8406280517578124	545.0	False	85.10669555664063	1758.0	False	497.28150634765626	1660.0	False	3	0	497.28150634765626	convergent_nonsignificant
ENSG00000168769	TET2	TET2		Unknown	2		OMIM:614286;OMIM:619126	0.777398681640625	1829.0	False	86.70040283203124	1661.0	False	497.1686981201172	1662.0	False	3	0	497.1686981201172	convergent_nonsignificant
ENSG00000196628	TCF4	TCF4	E2A	bHLH	2		OMIM:610954;OMIM:613267	1.5914642333984377	710.0	False	85.67573852539063	1726.0	False	497.0097534179688	1667.0	False	3	0	497.0097534179688	convergent_nonsignificant
ENSG00000107249	GLIS3	GLIS3	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:610199	1.2822784423828124	998.0	False	82.8567626953125	1887.0	False	496.5924621582032	1675.0	False	3	0	496.5924621582032	convergent_nonsignificant
ENSG00000101444	AHCY	AHCY			1		OMIM:613752	1.1884765625	1126.0	False	88.34632568359375	1539.0	False	496.091421508789	1686.0	False	3	0	496.091421508789	convergent_nonsignificant
ENSG00000198963	RORB	RORB	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	1		OMIM:618357	1.4130462646484374	854.0	False	88.12324829101563	1554.0	False	496.0822448730469	1687.0	False	3	0	496.0822448730469	convergent_nonsignificant
ENSG00000167986	DDB1	DDB1		Unknown	1		OMIM:619426	4.61646728515625	168.0	False	97.77259521484376	674.0	False	495.5443542480469	1692.0	False	3	0	495.5443542480469	convergent_nonsignificant
ENSG00000173473	SMARCC1	SMARCC1		Myb/SANT	1		OMIM:620241	2.183453369140625	429.0	False	102.21270141601562	337.0	False	495.27015991210936	1699.0	False	3	0	495.27015991210936	convergent_nonsignificant
ENSG00000179456	ZBTB18	ZBTB18	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:612337	0.895233154296875	1635.0	False	93.35234985351562	1071.0	False	495.19853515625	1702.0	False	3	0	495.19853515625	convergent_nonsignificant
ENSG00000068024	HDAC4	HDAC4		Unknown	2		OMIM:600430;OMIM:619797	1.1410614013671876	1207.0	False	80.13914794921875	1996.0	False	495.1829681396485	1703.0	False	3	0	495.1829681396485	convergent_nonsignificant
ENSG00000215421	ZNF407	ZNF407	Factors with multiple dispersed zinc fingers	C2H2 ZF	1		OMIM:619557	2.631439208984375	321.0	False	85.41356201171875	1738.0	False	494.75122985839846	1707.0	False	3	0	494.75122985839846	convergent_nonsignificant
ENSG00000183072	NKX2-5	NKX2-5	NK	Homeodomain	6		OMIM:108900;OMIM:187500;OMIM:217095;OMIM:225250;OMIM:614432;OMIM:614435	4.163177490234375	189.0	False	80.214013671875	1991.0	False	494.3215576171875	1710.0	False	3	0	494.3215576171875	convergent_nonsignificant
ENSG00000005102	MEOX1	MEOX1	HOX	Homeodomain	1		OMIM:214300	1.0473541259765624	1351.0	False	91.99185180664062	1198.0	False	494.2472229003906	1712.0	False	3	0	494.2472229003906	convergent_nonsignificant
ENSG00000169057	MECP2	MECP2		MBD; AT hook	5		OMIM:300055;OMIM:300260;OMIM:300496;OMIM:300673;OMIM:312750	0.971136474609375	1487.0	False	78.22465209960937	2055.0	False	493.9036346435547	1717.0	False	3	0	493.9036346435547	convergent_nonsignificant
ENSG00000163872	YEATS2	YEATS2		Unknown	1		OMIM:615127	2.189239501953125	427.0	False	99.82299194335936	505.0	False	492.825830078125	1727.0	False	3	0	492.825830078125	convergent_nonsignificant
ENSG00000135111	TBX3	TBX3	TBX2-related factors	T-box	1		OMIM:181450	0.8979949951171875	1631.0	False	87.3418701171875	1614.0	False	492.6207092285157	1731.0	False	3	0	492.6207092285157	convergent_nonsignificant
ENSG00000169926	KLF13	KLF13	Three-zinc finger Kruppel-related	C2H2 ZF	1		OMIM:612001	1.5364013671875	731.0	False	99.12335815429688	561.0	False	492.47388916015626	1734.0	False	3	0	492.47388916015626	convergent_nonsignificant
ENSG00000177030	DEAF1	DEAF1		SAND	2		OMIM:615828;OMIM:617171	0.8472320556640625	1708.0	False	104.72005615234374	212.0	False	491.3148681640625	1741.0	False	3	0	491.3148681640625	convergent_nonsignificant
ENSG00000132740	IGHMBP2	IGHMBP2			2		OMIM:604320;OMIM:616155	2.1525970458984376	442.0	False	93.10590209960938	1091.0	False	491.2378295898437	1742.0	False	3	0	491.2378295898437	convergent_nonsignificant
ENSG00000184302	SIX6	SIX6		Homeodomain	2		OMIM:206900;OMIM:212550	1.4774688720703124	789.0	False	101.03451538085938	420.0	False	489.3634399414062	1759.0	False	3	0	489.3634399414062	convergent_nonsignificant
ENSG00000131061	ZNF341	ZNF341	Factors with multiple dispersed zinc fingers	C2H2 ZF	1		OMIM:618282	2.29541015625	399.0	False	99.57390747070312	523.0	False	488.7492126464844	1765.0	False	3	0	488.7492126464844	convergent_nonsignificant
ENSG00000104885	DOT1L	DOT1L		AT hook	1		OMIM:621265	4.307052612304688	182.0	False	79.43351440429687	2022.0	False	488.6249145507812	1767.0	False	3	0	488.6249145507812	convergent_nonsignificant
ENSG00000141646	SMAD4	SMAD4		SMAD	4		OMIM:139210;OMIM:174900;OMIM:175050;OMIM:260350	1.70787353515625	626.0	False	81.43855590820313	1947.0	False	488.6084930419922	1768.0	False	3	0	488.6084930419922	convergent_nonsignificant
ENSG00000143390	RFX5	RFX5	RFX-related factors	RFX	2		OMIM:620816;OMIM:620818	2.5917022705078123	333.0	False	103.339208984375	281.0	False	488.344580078125	1772.0	False	3	0	488.344580078125	convergent_nonsignificant
ENSG00000164924	YWHAZ	YWHAZ			1		OMIM:618428	2.2254730224609376	421.0	False	107.16195678710938	129.0	False	488.3307434082032	1773.0	False	3	0	488.3307434082032	convergent_nonsignificant
ENSG00000119042	SATB2	SATB2		CUT; Homeodomain	1		OMIM:612313	1.1637298583984377	1174.0	False	89.23899536132812	1473.0	False	487.67454223632814	1787.0	False	3	0	487.67454223632814	convergent_nonsignificant
ENSG00000179348	GATA2	GATA2	C4-GATA-related	GATA	4		OMIM:601626;OMIM:614038;OMIM:614172;OMIM:614286	1.4592529296875	811.0	False	101.73587646484376	367.0	False	487.4423889160156	1789.0	False	3	0	487.4423889160156	convergent_nonsignificant
ENSG00000138378	STAT4	STAT4		STAT	2		OMIM:612253;OMIM:620443	0.9553131103515624	1518.0	False	86.2305908203125	1692.0	False	487.2491760253906	1795.0	False	3	0	487.2491760253906	convergent_nonsignificant
ENSG00000168610	STAT3	STAT3	STAT factors	STAT	2		OMIM:147060;OMIM:615952	0.7304351806640625	1882.0	False	84.41925659179688	1804.0	False	487.1013427734375	1798.0	False	3	0	487.1013427734375	convergent_nonsignificant
ENSG00000135365	PHF21A	PHF21A		AT hook	1		OMIM:618725	4.437033081054688	177.0	False	88.11962280273437	1555.0	False	486.8856201171875	1802.0	False	3	0	486.8856201171875	convergent_nonsignificant
ENSG00000173976	RAX2	RAX2	Paired-related HD factors	Homeodomain	3		OMIM:610381;OMIM:613757;OMIM:620102	1.1973907470703125	1116.0	False	97.77711791992188	673.0	False	485.9888427734375	1808.0	False	3	0	485.9888427734375	convergent_nonsignificant
ENSG00000142599	RERE	RERE		Myb/SANT; GATA	1		OMIM:616975	0.764263916015625	1846.0	False	89.66589965820313	1442.0	False	485.91224975585936	1809.0	False	3	0	485.91224975585936	convergent_nonsignificant
ENSG00000170370	EMX2	EMX2	NK	Homeodomain	1		OMIM:269160	1.0018096923828126	1437.0	False	89.82360229492187	1428.0	False	484.6926513671875	1820.0	False	3	0	484.6926513671875	convergent_nonsignificant
ENSG00000175745	NR2F1	NR2F1	RXR-related receptors (NR2)	Nuclear receptor	1		OMIM:615722	1.3395660400390623	933.0	False	93.54041137695312	1051.0	False	484.4928405761719	1823.0	False	3	0	484.4928405761719	convergent_nonsignificant
ENSG00000077150	NFKB2	NFKB2	NF-kappaB-related factors	Rel	1		OMIM:615577	1.2438446044921876	1050.0	False	85.37847900390625	1742.0	False	483.9574890136719	1827.0	False	3	0	483.9574890136719	convergent_nonsignificant
ENSG00000105392	CRX	CRX		Homeodomain	3		OMIM:120970;OMIM:268000;OMIM:613829	1.727886962890625	615.0	False	108.64912109375	95.0	False	483.8411499023438	1829.0	False	3	0	483.8411499023438	convergent_nonsignificant
ENSG00000103241	FOXF1	FOXF1		Forkhead	1		OMIM:265380	1.82706298828125	550.0	False	96.1177734375	841.0	False	483.5737121582032	1833.0	False	3	0	483.5737121582032	convergent_nonsignificant
ENSG00000119715	ESRRB	ESRRB	Steroid hormone receptors (NR3)	Nuclear receptor	1		OMIM:608565	0.744342041015625	1868.0	False	99.86229248046877	500.0	False	483.01917724609376	1841.0	False	3	0	483.01917724609376	convergent_nonsignificant
ENSG00000277258	PCGF2	PCGF2		Unknown	1		OMIM:618371	1.767919921875	587.0	False	89.87783203125	1426.0	False	482.261279296875	1847.0	False	3	0	482.261279296875	convergent_nonsignificant
ENSG00000078403	MLLT10	MLLT10		Unknown	1		OMIM:601626	0.889495849609375	1642.0	False	84.19583740234376	1825.0	False	481.9076843261719	1851.0	False	3	0	481.9076843261719	convergent_nonsignificant
ENSG00000137834	SMAD6	SMAD6		SMAD	3		OMIM:179300;OMIM:614823;OMIM:617439	2.1821807861328124	430.0	False	76.80232543945313	2084.0	False	481.5452819824219	1856.0	False	3	0	481.5452819824219	convergent_nonsignificant
ENSG00000104447	TRPS1	TRPS1	C4-GATA-related	GATA	2		OMIM:190350;OMIM:190351	0.975152587890625	1482.0	False	77.915478515625	2064.0	False	481.446533203125	1858.0	False	3	0	481.446533203125	convergent_nonsignificant
ENSG00000134595	SOX3	SOX3		HMG/Sox	2		OMIM:300123;OMIM:312000	1.3480316162109376	926.0	False	100.6645263671875	436.0	False	481.4452087402344	1859.0	False	3	0	481.4452087402344	convergent_nonsignificant
ENSG00000118217	ATF6	ATF6	Jun-related	bZIP	1		OMIM:616517	1.097509765625	1269.0	False	92.472021484375	1148.0	False	481.06688232421874	1862.0	False	3	0	481.06688232421874	convergent_nonsignificant
ENSG00000117713	ARID1A	ARID1A		ARID/BRIGHT	1		OMIM:614607	4.572760009765625	169.0	False	81.65518188476562	1934.0	False	480.9199157714844	1864.0	False	3	0	480.9199157714844	convergent_nonsignificant
ENSG00000172534	HCFC1	HCFC1		Unknown	1		OMIM:309541	2.802072143554688	289.0	False	89.37313232421874	1463.0	False	480.7990783691406	1867.0	False	3	0	480.7990783691406	convergent_nonsignificant
ENSG00000163848	ZNF148	ZNF148	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:617260	0.9976837158203123	1445.0	False	88.038916015625	1561.0	False	480.48784790039065	1873.0	False	3	0	480.48784790039065	convergent_nonsignificant
ENSG00000064835	POU1F1	POU1F1	POU domain factors	Homeodomain; POU	1		OMIM:613038	1.190155029296875	1125.0	False	84.58341674804687	1792.0	False	479.7555725097656	1882.0	False	3	0	479.7555725097656	convergent_nonsignificant
ENSG00000136451	VEZF1	VEZF1	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:620247	1.54005126953125	726.0	False	93.4275390625	1065.0	False	478.476806640625	1895.0	False	3	0	478.476806640625	convergent_nonsignificant
ENSG00000173894	CBX2	CBX2		AT hook	1		OMIM:613080	1.7385406494140625	606.0	False	94.94869384765624	937.0	False	477.3348571777344	1910.0	False	3	0	477.3348571777344	convergent_nonsignificant
ENSG00000152217	SETBP1	SETBP1		AT hook	2		OMIM:269150;OMIM:616078	1.0793731689453123	1300.0	False	95.65999145507811	878.0	False	475.66071166992185	1924.0	False	3	0	475.66071166992185	convergent_nonsignificant
ENSG00000129071	MBD4	MBD4		MBD	2		OMIM:606660;OMIM:619975	2.334564208984375	386.0	False	89.79542236328125	1430.0	False	474.85841674804686	1928.0	False	3	0	474.85841674804686	convergent_nonsignificant
ENSG00000103449	SALL1	SALL1		C2H2 ZF	1		OMIM:107480	1.4959747314453125	775.0	False	96.12823486328124	840.0	False	474.71575927734375	1929.0	False	3	0	474.71575927734375	convergent_nonsignificant
ENSG00000136931	NR5A1	NR5A1	FTZF1-related (NR5A)	Nuclear receptor	4		OMIM:612964;OMIM:612965;OMIM:613957;OMIM:617480	1.011724853515625	1416.0	False	109.81798095703124	72.0	False	474.6477844238281	1930.0	False	3	0	474.6477844238281	convergent_nonsignificant
ENSG00000186790	FOXE3	FOXE3		Forkhead	3		OMIM:610256;OMIM:612968;OMIM:617349	2.6030029296875	329.0	False	105.97767333984376	169.0	False	474.4387603759766	1933.0	False	3	0	474.4387603759766	convergent_nonsignificant
ENSG00000148143	ZNF462	ZNF462		C2H2 ZF	1		OMIM:618619	1.2175262451171875	1094.0	False	86.91864013671875	1642.0	False	474.3380676269532	1936.0	False	3	0	474.3380676269532	convergent_nonsignificant
ENSG00000172238	ATOH1	ATOH1	Tal-related	bHLH	1		OMIM:620284	1.6232574462890623	682.0	False	89.27572021484374	1468.0	False	473.8210144042969	1939.0	False	3	0	473.8210144042969	convergent_nonsignificant
ENSG00000069667	RORA	RORA	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	1		OMIM:618060	0.8646728515625	1682.0	False	90.08463134765626	1407.0	False	473.589892578125	1941.0	False	3	0	473.589892578125	convergent_nonsignificant
ENSG00000105880	DLX5	DLX5	NK	Homeodomain	2		OMIM:183600;OMIM:220600	0.93167724609375	1558.0	False	102.5479736328125	318.0	False	473.14386596679685	1947.0	False	3	0	473.14386596679685	convergent_nonsignificant
ENSG00000165821	SALL2	SALL2		C2H2 ZF	1		OMIM:216820	2.0292877197265624	476.0	False	57.812042236328125	2164.0	False	472.9176513671875	1951.0	False	3	0	472.9176513671875	convergent_nonsignificant
ENSG00000121454	LHX4	LHX4		Homeodomain	1		OMIM:262700	1.249200439453125	1042.0	False	97.95550537109376	654.0	False	471.5163696289063	1964.0	False	3	0	471.5163696289063	convergent_nonsignificant
ENSG00000136997	MYC	MYC	bHLH-ZIP	bHLH	1		OMIM:113970	1.63599853515625	671.0	False	86.20806884765625	1694.0	False	470.4857177734375	1970.0	False	3	0	470.4857177734375	convergent_nonsignificant
ENSG00000136535	TBR1	TBR1	TBrain-related factors	T-box	1		OMIM:606053	1.5788848876953123	715.0	False	92.23726196289064	1171.0	False	470.2179565429688	1971.0	False	3	0	470.2179565429688	convergent_nonsignificant
ENSG00000155966	AFF2	AFF2			1		OMIM:309548	0.8031646728515625	1785.0	False	75.43428344726563	2105.0	False	468.8991394042969	1981.0	False	3	0	468.8991394042969	convergent_nonsignificant
ENSG00000106624	AEBP1	AEBP1		Unknown	1		OMIM:618000	1.24642333984375	1045.0	False	84.5650634765625	1793.0	False	468.2878295898437	1991.0	False	3	0	468.2878295898437	convergent_nonsignificant
ENSG00000156925	ZIC3	ZIC3	More than 3 adjacent zinc fingers	C2H2 ZF	2		OMIM:306955;OMIM:314390	1.796209716796875	565.0	False	84.90518798828126	1771.0	False	467.9316284179688	1993.0	False	3	0	467.9316284179688	convergent_nonsignificant
ENSG00000102145	GATA1	GATA1	C4-GATA-related	GATA	5		OMIM:159595;OMIM:300367;OMIM:300835;OMIM:301083;OMIM:314050	0.874981689453125	1661.0	False	90.3067626953125	1383.0	False	466.4871032714844	2001.0	False	3	0	466.4871032714844	convergent_nonsignificant
ENSG00000151702	FLI1	FLI1	Ets-related	Ets	1		OMIM:617443	1.073101806640625	1311.0	False	96.80543823242188	782.0	False	463.4425964355469	2019.0	False	3	0	463.4425964355469	convergent_nonsignificant
ENSG00000180613	GSX2	GSX2	HOX	Homeodomain	1		OMIM:618646	2.206527709960937	426.0	False	80.8882080078125	1968.0	False	461.7021728515625	2030.0	False	3	0	461.7021728515625	convergent_nonsignificant
ENSG00000082175	PGR	PGR	Steroid hormone receptors (NR3)	Nuclear receptor	1		OMIM:264080	3.183709716796875	249.0	False	77.6365478515625	2069.0	False	461.58411865234376	2031.0	False	3	0	461.58411865234376	convergent_nonsignificant
ENSG00000119866	BCL11A	BCL11A	Factors with multiple dispersed zinc fingers	C2H2 ZF	1		OMIM:617101	1.2007537841796876	1108.0	False	99.31719970703124	540.0	False	460.448583984375	2033.0	False	3	0	460.448583984375	convergent_nonsignificant
ENSG00000127616	SMARCA4	SMARCA4		Unknown	3		OMIM:613325;OMIM:614609;OMIM:620792	1.0067230224609376	1425.0	False	104.6261474609375	218.0	False	460.10149536132815	2035.0	False	3	0	460.10149536132815	convergent_nonsignificant
ENSG00000213639	PPP1CB	PPP1CB			1		OMIM:617506	4.5398193359375	171.0	False	92.23695068359376	1172.0	False	459.7450317382812	2039.0	False	3	0	459.7450317382812	convergent_nonsignificant
ENSG00000168286	THAP11	THAP11	THAP-related factors	THAP finger	2		OMIM:620940;OMIM:620947	0.97012939453125	1494.0	False	79.71089477539063	2012.0	False	459.191796875	2041.0	False	3	0	459.191796875	convergent_nonsignificant
ENSG00000159377	PSMB4	PSMB4			1		OMIM:617591	3.0591644287109374	263.0	False	96.91201171875	772.0	False	458.3602478027344	2044.0	False	3	0	458.3602478027344	convergent_nonsignificant
ENSG00000125813	PAX1	PAX1	Paired domain only	Paired box	1		OMIM:615560	0.8574798583984375	1693.0	False	83.77445678710937	1846.0	False	456.8660461425781	2046.0	False	3	0	456.8660461425781	convergent_nonsignificant
ENSG00000173801	JUP	JUP		Unknown	2		OMIM:601214;OMIM:611528	0.793157958984375	1802.0	False	105.56893310546874	182.0	False	456.260009765625	2051.0	False	3	0	456.260009765625	convergent_nonsignificant
