gene_id	gene_id_versioned	gene_symbol	gene_type	chr	start	end	strand
ENSG00000205456	ENSG00000205456.12	TP53TG3D	protein_coding	chr16	32253286	32255928	+
ENSG00000260402	ENSG00000260402.1	ENSG00000260402	lncRNA	chr16	32262827	32265514	-
ENSG00000259822	ENSG00000259822.2	ENSG00000259822	processed_pseudogene	chr16	32278866	32279115	+
ENSG00000261127	ENSG00000261127.2	ENSG00000261127	transcribed_processed_pseudogene	chr16	32289547	32310555	-
ENSG00000260516	ENSG00000260516.2	CHEK2P7	unprocessed_pseudogene	chr16	32356981	32363695	-
ENSG00000260327	ENSG00000260327.2	ACTR3BP3	processed_pseudogene	chr16	32379071	32380049	-
ENSG00000260866	ENSG00000260866.2	ENSG00000260866	unprocessed_pseudogene	chr16	32388135	32436203	+
ENSG00000260307	ENSG00000260307.2	PABPC1P13	processed_pseudogene	chr16	32439069	32441159	-
ENSG00000261541	ENSG00000261541.1	ENSG00000261541	lncRNA	chr16	32454612	32458758	-
ENSG00000260662	ENSG00000260662.2	ENSG00000260662	processed_pseudogene	chr16	32460266	32460362	-
ENSG00000261233	ENSG00000261233.2	ABCD1P3	unprocessed_pseudogene	chr16	32475051	32478250	-
ENSG00000289734	ENSG00000289734.1	ENSG00000289734	lncRNA	chr16	32600299	32615571	+
ENSG00000259966	ENSG00000259966.7	FAM153DP	transcribed_unprocessed_pseudogene	chr16	32602575	32615639	+
ENSG00000262187	ENSG00000262187.2	ENSG00000262187	unprocessed_pseudogene	chr16	32618733	32622184	+
ENSG00000261111	ENSG00000261111.1	ENSG00000261111	processed_pseudogene	chr16	32635673	32636045	-
ENSG00000261569	ENSG00000261569.5	ENSG00000261569	lncRNA	chr16	32649193	32663956	+
ENSG00000261263	ENSG00000261263.2	ENSG00000261263	transcribed_processed_pseudogene	chr16	32650195	32650910	-
ENSG00000260311	ENSG00000260311.1	ENSG00000260311	lncRNA	chr16	32663925	32666533	+
ENSG00000183632	ENSG00000183632.15	TP53TG3	protein_coding	chr16	32673528	32676165	-
ENSG00000260974	ENSG00000260974.1	ENSG00000260974	lncRNA	chr16	32675037	32678831	+
ENSG00000261391	ENSG00000261391.1	ENSG00000261391	processed_pseudogene	chr16	32715931	32716056	+
ENSG00000260864	ENSG00000260864.1	ABHD17AP7	unprocessed_pseudogene	chr16	32726615	32729537	-
ENSG00000260845	ENSG00000260845.1	ENSG00000260845	lncRNA	chr16	32735909	32741094	-
ENSG00000261108	ENSG00000261108.2	ENSG00000261108	processed_pseudogene	chr16	32739627	32740166	-
ENSG00000291274	ENSG00000291274.1	ENSG00000291274	lncRNA	chr16	32741314	32753338	+
ENSG00000260644	ENSG00000260644.7	HERC2P5	transcribed_unprocessed_pseudogene	chr16	32742353	32775368	+
ENSG00000291275	ENSG00000291275.1	ENSG00000291275	lncRNA	chr16	32760943	32771598	+
ENSG00000290984	ENSG00000290984.1	ENSG00000290984	lncRNA	chr16	32774929	32776196	+
ENSG00000278950	ENSG00000278950.1	ENSG00000278950	TEC	chr16	32781883	32784138	+
ENSG00000279780	ENSG00000279780.1	ENSG00000279780	TEC	chr16	32786394	32787379	+
ENSG00000279795	ENSG00000279795.1	ENSG00000279795	TEC	chr16	32787962	32788944	+
ENSG00000260158	ENSG00000260158.1	ENSG00000260158	lncRNA	chr16	32809556	32824645	+
ENSG00000261719	ENSG00000261719.1	ENSG00000261719	processed_pseudogene	chr16	32811029	32811251	-
ENSG00000259934	ENSG00000259934.1	ENSG00000259934	processed_pseudogene	chr16	32845964	32846180	-
ENSG00000259303	ENSG00000259303.5	IGHV2OR16-5	IG_V_gene	chr16	32847713	32848156	+
ENSG00000260047	ENSG00000260047.2	BCAP31P2	unprocessed_pseudogene	chr16	32869985	32873128	+
ENSG00000290985	ENSG00000290985.1	SLC6A10P	lncRNA	chr16	32877469	32885142	-
ENSG00000214617	ENSG00000214617.10	SLC6A10P	transcribed_unprocessed_pseudogene	chr16	32878706	32885501	-
ENSG00000214614	ENSG00000214614.3	ENSG00000214614	lncRNA	chr16	32882586	32888874	+
ENSG00000261834	ENSG00000261834.2	IGHV3OR16-15	IG_V_pseudogene	chr16	32903442	32903894	+
ENSG00000270864	ENSG00000270864.1	IGHV3OR16-6	IG_V_pseudogene	chr16	32915074	32915536	+
ENSG00000277304	ENSG00000277304.1	ENSG00000277304	unprocessed_pseudogene	chr16	32916974	32946392	+
ENSG00000260610	ENSG00000260610.1	ENSG00000260610	processed_pseudogene	chr16	32931768	32932569	-
ENSG00000261259	ENSG00000261259.1	ENSG00000261259	transcribed_processed_pseudogene	chr16	32951993	33028037	-
ENSG00000259852	ENSG00000259852.2	IGHV1OR16-2	IG_V_pseudogene	chr16	32978461	32978891	+
ENSG00000233732	ENSG00000233732.5	IGHV3OR16-10	IG_V_gene	chr16	32995048	32995505	+
ENSG00000260921	ENSG00000260921.1	ENSG00000260921	lncRNA	chr16	32995537	32996770	+
ENSG00000259997	ENSG00000259997.2	IGHV1OR16-4	IG_V_pseudogene	chr16	33002333	33002621	+
ENSG00000271130	ENSG00000271130.1	IGHV3OR16-8	IG_V_gene	chr16	33009175	33009620	+
ENSG00000291267	ENSG00000291267.1	ENSG00000291267	lncRNA	chr16	33043609	33091589	-
ENSG00000260141	ENSG00000260141.2	ENSG00000260141	lncRNA	chr16	33046529	33095431	-
ENSG00000260900	ENSG00000260900.1	ENSG00000260900	processed_pseudogene	chr16	33059936	33060098	+
ENSG00000291268	ENSG00000291268.1	ENSG00000291268	lncRNA	chr16	33094204	33095471	-
ENSG00000261599	ENSG00000261599.7	HERC2P8	transcribed_unprocessed_pseudogene	chr16	33095029	33128086	-
ENSG00000290986	ENSG00000290986.1	ENSG00000290986	lncRNA	chr16	33098808	33109465	-
ENSG00000291269	ENSG00000291269.1	ENSG00000291269	lncRNA	chr16	33111682	33129090	-
ENSG00000261682	ENSG00000261682.1	ENSG00000261682	lncRNA	chr16	33129316	33134499	+
ENSG00000259800	ENSG00000259800.1	ENSG00000259800	processed_pseudogene	chr16	33130235	33130442	+
ENSG00000261536	ENSG00000261536.2	ABHD17AP9	unprocessed_pseudogene	chr16	33140850	33143797	+
ENSG00000260414	ENSG00000260414.1	ENSG00000260414	processed_pseudogene	chr16	33154352	33154475	-
ENSG00000260419	ENSG00000260419.1	ENSG00000260419	lncRNA	chr16	33191561	33195354	-
ENSG00000205457	ENSG00000205457.12	TP53TG3C	protein_coding	chr16	33194226	33196858	+
ENSG00000260827	ENSG00000260827.1	ENSG00000260827	lncRNA	chr16	33203773	33206462	-
ENSG00000261507	ENSG00000261507.1	ENSG00000261507	lncRNA	chr16	33206431	33330342	-
ENSG00000275034	ENSG00000275034.3	TP53TG3E	protein_coding	chr16	33304306	33306945	+
ENSG00000282973	ENSG00000282973.1	ENSG00000282973	processed_pseudogene	chr16	33345182	33345396	+
ENSG00000261509	ENSG00000261509.7	TP53TG3B	protein_coding	chr16	33360841	33363478	+
ENSG00000261009	ENSG00000261009.1	ENSG00000261009	lncRNA	chr16	33370473	33372915	-
ENSG00000283110	ENSG00000283110.1	ENSG00000283110	processed_pseudogene	chr16	33386105	33386349	+
ENSG00000278848	ENSG00000278848.3	TP53TG3F	protein_coding	chr16	33459612	33462249	+
ENSG00000282927	ENSG00000282927.1	ENSG00000282927	processed_pseudogene	chr16	33484887	33485131	+
ENSG00000262090	ENSG00000262090.1	ENSG00000262090	processed_pseudogene	chr16	33495943	33496093	-
ENSG00000260626	ENSG00000260626.1	ENSG00000260626	lncRNA	chr16	33533816	33534976	-
ENSG00000261200	ENSG00000261200.1	ENSG00000261200	lncRNA	chr16	33541842	33545812	-
ENSG00000261466	ENSG00000261466.2	ENSG00000261466	lncRNA	chr16	33548297	33554408	-
ENSG00000290420	ENSG00000290420.1	ENSG00000290420	lncRNA	chr16	33562649	33564346	-
ENSG00000261405	ENSG00000261405.3	CHEK2P6	transcribed_unprocessed_pseudogene	chr16	33563030	33570935	-
ENSG00000259882	ENSG00000259882.2	ENSG00000259882	unprocessed_pseudogene	chr16	33577502	33622547	+
ENSG00000290414	ENSG00000290414.1	ENSG00000290414	lncRNA	chr16	33687025	33688081	-
ENSG00000260518	ENSG00000260518.3	BMS1P8	transcribed_unprocessed_pseudogene	chr16	33687330	33698504	-
ENSG00000291264	ENSG00000291264.1	ENSG00000291264	lncRNA	chr16	33688222	33707213	-
ENSG00000282924	ENSG00000282924.1	ENSG00000282924	unprocessed_pseudogene	chr16	33723356	33763773	-
ENSG00000261580	ENSG00000261580.1	ENPP7P13	processed_pseudogene	chr16	33769421	33769679	+
ENSG00000260308	ENSG00000260308.1	ENSG00000260308	processed_pseudogene	chr16	33771035	33771248	+
ENSG00000270467	ENSG00000270467.1	IGHV3OR16-12	IG_V_gene	chr16	33802764	33803217	+
ENSG00000261153	ENSG00000261153.2	ENSG00000261153	processed_pseudogene	chr16	33808778	33810767	+
ENSG00000271178	ENSG00000271178.1	IGHV3OR16-13	IG_V_gene	chr16	33827214	33827661	+
ENSG00000259680	ENSG00000259680.5	IGHV3OR16-17	protein_coding	chr16	33844784	33845229	-
ENSG00000270924	ENSG00000270924.1	ENSG00000270924	unprocessed_pseudogene	chr16	33848476	33848644	-
ENSG00000271691	ENSG00000271691.1	ENSG00000271691	unprocessed_pseudogene	chr16	33851785	33852069	-
ENSG00000260312	ENSG00000260312.1	ENSG00000260312	lncRNA	chr16	33857935	33858864	-
ENSG00000270318	ENSG00000270318.1	IGHV3OR16-11	IG_V_pseudogene	chr16	33858896	33859352	-
ENSG00000260525	ENSG00000260525.1	ENSG00000260525	unprocessed_pseudogene	chr16	33875039	33875468	-
ENSG00000260781	ENSG00000260781.2	ARHGAP23P1	transcribed_unprocessed_pseudogene	chr16	33907419	33937024	-
ENSG00000290419	ENSG00000290419.1	ENSG00000290419	lncRNA	chr16	33936430	33937167	-
ENSG00000271620	ENSG00000271620.1	IGHV3OR16-7	IG_V_pseudogene	chr16	33938337	33938799	-
ENSG00000261607	ENSG00000261607.1	ENSG00000261607	unprocessed_pseudogene	chr16	33948278	33948548	-
ENSG00000259842	ENSG00000259842.2	IGHV3OR16-16	unprocessed_pseudogene	chr16	33949976	33950420	-
ENSG00000205452	ENSG00000205452.5	ENSG00000205452	lncRNA	chr16	33964547	33976346	-
ENSG00000270401	ENSG00000270401.1	ENSG00000270401	unprocessed_pseudogene	chr16	33965655	33966091	-
ENSG00000198555	ENSG00000198555.7	ENSG00000198555	unprocessed_pseudogene	chr16	33976039	33987630	+
ENSG00000261217	ENSG00000261217.2	BCAP31P1	unprocessed_pseudogene	chr16	33988406	33991551	-
ENSG00000259990	ENSG00000259990.2	ENSG00000259990	unprocessed_pseudogene	chr16	34013394	34013830	-
ENSG00000283065	ENSG00000283065.1	ENSG00000283065	processed_pseudogene	chr16	34015260	34015477	+
ENSG00000261197	ENSG00000261197.2	ENSG00000261197	processed_pseudogene	chr16	34051140	34051363	+
ENSG00000262561	ENSG00000262561.1	ENSG00000262561	processed_pseudogene	chr16	34120470	34120677	+
ENSG00000261440	ENSG00000261440.1	DUX4L45	processed_pseudogene	chr16	34135736	34136792	-
ENSG00000260087	ENSG00000260087.1	PCMTD1P2	processed_pseudogene	chr16	34139189	34139543	+
ENSG00000259987	ENSG00000259987.1	DUX4L46	processed_pseudogene	chr16	34141256	34142006	-
ENSG00000260207	ENSG00000260207.1	DUX4L47	processed_pseudogene	chr16	34142456	34142849	+
ENSG00000256642	ENSG00000256642.1	LINC00273	lncRNA	chr16	34158585	34160036	-
ENSG00000200434	ENSG00000200434.1	RNA5-8SP2	rRNA_pseudogene	chr16	34162959	34163110	+
ENSG00000279800	ENSG00000279800.2	BCLAF1P2	processed_pseudogene	chr16	34266041	34268649	-
ENSG00000284209	ENSG00000284209.3	ENSG00000284209	protein_coding	chr16	34351499	34381110	-
ENSG00000288300	ENSG00000288300.1	ENSG00000288300	lncRNA	chr16	34387599	34389827	-
ENSG00000286968	ENSG00000286968.1	ENSG00000286968	unprocessed_pseudogene	chr16	34446566	34448866	+
ENSG00000279165	ENSG00000279165.1	ENSG00000279165	TEC	chr16	34941977	34943880	+
ENSG00000287353	ENSG00000287353.1	ENSG00000287353	unprocessed_pseudogene	chr16	34962970	34965270	+
ENSG00000260854	ENSG00000260854.1	LINC02184	lncRNA	chr16	34978744	34979844	-
ENSG00000179755	ENSG00000179755.3	ENSG00000179755	lncRNA	chr16	35021749	35024229	+
ENSG00000261566	ENSG00000261566.1	ENSG00000261566	lncRNA	chr16	35022851	35024250	-
ENSG00000262885	ENSG00000262885.1	ENSG00000262885	processed_pseudogene	chr16	35023339	35023765	+
ENSG00000216671	ENSG00000216671.6	CCNYL3	unprocessed_pseudogene	chr16	35040164	35084313	+
ENSG00000278138	ENSG00000278138.2	CLUHP11	unprocessed_pseudogene	chr16	35068211	35085060	+
ENSG00000261053	ENSG00000261053.1	NAMPTP3	processed_pseudogene	chr16	35085896	35086119	+
ENSG00000260809	ENSG00000260809.1	VPS35P1	unprocessed_pseudogene	chr16	35090501	35104834	+
ENSG00000259979	ENSG00000259979.1	VN1R68P	processed_pseudogene	chr16	35118238	35118956	-
ENSG00000260724	ENSG00000260724.1	VN1R69P	processed_pseudogene	chr16	35134514	35135075	+
ENSG00000261800	ENSG00000261800.2	ENSG00000261800	lncRNA	chr16	35143722	35146129	+
ENSG00000280180	ENSG00000280180.1	ENSG00000280180	TEC	chr16	35148636	35154366	+
ENSG00000261461	ENSG00000261461.1	UBE2MP1	processed_pseudogene	chr16	35169692	35170241	-
ENSG00000261608	ENSG00000261608.1	SLC25A1P4	processed_pseudogene	chr16	35173316	35174093	+
ENSG00000260073	ENSG00000260073.2	ENSG00000260073	lncRNA	chr16	35192687	35195661	-
ENSG00000260590	ENSG00000260590.1	ENSG00000260590	processed_pseudogene	chr16	35193335	35193734	+
ENSG00000261398	ENSG00000261398.1	ENSG00000261398	lncRNA	chr16	35195779	35197544	+
ENSG00000260958	ENSG00000260958.3	ENSG00000260958	lncRNA	chr16	35207884	35284146	+
ENSG00000261274	ENSG00000261274.1	TP53TG3GP	unprocessed_pseudogene	chr16	35207903	35208236	-
ENSG00000260967	ENSG00000260967.1	RARRES2P5	processed_pseudogene	chr16	35221583	35222048	-
ENSG00000260984	ENSG00000260984.1	FGFR3P5	unprocessed_pseudogene	chr16	35232412	35235984	-
ENSG00000259897	ENSG00000259897.2	FRG2JP	unprocessed_pseudogene	chr16	35245916	35247534	-
ENSG00000261010	ENSG00000261010.1	RARRES2P6	processed_pseudogene	chr16	35255192	35255633	-
ENSG00000261752	ENSG00000261752.1	AGGF1P8	processed_pseudogene	chr16	35258630	35259629	+
ENSG00000260846	ENSG00000260846.2	FRG2HP	unprocessed_pseudogene	chr16	35335277	35336889	-
ENSG00000261486	ENSG00000261486.1	RARRES2P9	processed_pseudogene	chr16	35344091	35344559	-
ENSG00000260427	ENSG00000260427.1	AGGF1P9	processed_pseudogene	chr16	35347385	35348297	+
ENSG00000260480	ENSG00000260480.1	C2orf69P4	processed_pseudogene	chr16	35352482	35353022	+
ENSG00000259841	ENSG00000259841.6	LINC01566	lncRNA	chr16	35363412	35390584	+
ENSG00000260291	ENSG00000260291.1	FRG2GP	unprocessed_pseudogene	chr16	35384144	35385086	-
ENSG00000261689	ENSG00000261689.1	AGGF1P4	processed_pseudogene	chr16	35389203	35390003	-
ENSG00000260598	ENSG00000260598.1	FRG2IP	unprocessed_pseudogene	chr16	35405747	35407349	-
ENSG00000260812	ENSG00000260812.1	RARRES2P7	processed_pseudogene	chr16	35414279	35414747	-
ENSG00000260680	ENSG00000260680.1	AGGF1P5	processed_pseudogene	chr16	35420291	35421209	+
ENSG00000261299	ENSG00000261299.1	C2orf69P3	processed_pseudogene	chr16	35425364	35426483	+
ENSG00000278681	ENSG00000278681.2	ENSG00000278681	unprocessed_pseudogene	chr16	35435303	35436341	-
ENSG00000214581	ENSG00000214581.6	ZNF971P	transcribed_processed_pseudogene	chr16	35446898	35449411	-
ENSG00000287163	ENSG00000287163.1	ENSG00000287163	lncRNA	chr16	35450898	35452987	+
ENSG00000290413	ENSG00000290413.1	ENSG00000290413	lncRNA	chr16	35477414	35480481	-
ENSG00000261711	ENSG00000261711.7	FRG2DP	transcribed_unprocessed_pseudogene	chr16	35478617	35479439	-
ENSG00000260153	ENSG00000260153.1	RARRES2P10	processed_pseudogene	chr16	35485766	35486225	-
ENSG00000259836	ENSG00000259836.1	AGGF1P6	processed_pseudogene	chr16	35489237	35490212	+
ENSG00000261350	ENSG00000261350.1	ENSG00000261350	lncRNA	chr16	35491174	35492395	-
ENSG00000260341	ENSG00000260341.1	C2orf69P2	processed_pseudogene	chr16	35492324	35493446	+
ENSG00000261445	ENSG00000261445.1	ENSG00000261445	lncRNA	chr16	35493754	35496457	-
ENSG00000287448	ENSG00000287448.1	ENSG00000287448	lncRNA	chr16	35499494	35522465	+
ENSG00000260857	ENSG00000260857.3	ENSG00000260857	lncRNA	chr16	35504370	35506567	-
ENSG00000269622	ENSG00000269622.1	TP53TG3HP	transcribed_processed_pseudogene	chr16	35506592	35507170	-
ENSG00000282946	ENSG00000282946.1	ENSG00000282946	processed_pseudogene	chr16	35528367	35529318	-
ENSG00000259996	ENSG00000259996.1	RARRES2P8	processed_pseudogene	chr16	35543279	35543645	-
ENSG00000260994	ENSG00000260994.1	AGGF1P7	processed_pseudogene	chr16	35547917	35548829	+
ENSG00000261046	ENSG00000261046.1	C2orf69P1	processed_pseudogene	chr16	35552909	35554001	+
ENSG00000260134	ENSG00000260134.1	C1QL1P1	processed_pseudogene	chr16	35574834	35575494	+
ENSG00000260746	ENSG00000260746.2	KIF18BP1	unprocessed_pseudogene	chr16	35636687	35645180	-
ENSG00000259791	ENSG00000259791.1	ENSG00000259791	lncRNA	chr16	35640029	35640582	+
ENSG00000260522	ENSG00000260522.1	ENSG00000260522	processed_pseudogene	chr16	35722268	35722529	-
ENSG00000251915	ENSG00000251915.1	RNA5SP406	rRNA_pseudogene	chr16	35734393	35734504	+
ENSG00000222207	ENSG00000222207.1	RNA5SP407	rRNA_pseudogene	chr16	35734639	35734748	+
ENSG00000251924	ENSG00000251924.1	RNA5SP408	rRNA_pseudogene	chr16	35735372	35735471	+
ENSG00000252624	ENSG00000252624.1	RNA5SP409	rRNA_pseudogene	chr16	35735625	35735733	+
ENSG00000261122	ENSG00000261122.6	LINC02167	lncRNA	chr16	35743268	35756515	+
ENSG00000252094	ENSG00000252094.1	RNA5SP410	rRNA_pseudogene	chr16	35745989	35746094	+
ENSG00000276599	ENSG00000276599.1	RNA5SP411	rRNA_pseudogene	chr16	35746523	35746636	+
ENSG00000277004	ENSG00000277004.1	RNA5SP412	rRNA_pseudogene	chr16	35746772	35746894	+
ENSG00000252182	ENSG00000252182.1	RNA5SP413	rRNA_pseudogene	chr16	35747032	35747140	+
ENSG00000274228	ENSG00000274228.1	RNA5SP414	rRNA_pseudogene	chr16	35748520	35748655	+
ENSG00000253055	ENSG00000253055.1	RNA5SP415	rRNA_pseudogene	chr16	35750061	35750175	+
ENSG00000252647	ENSG00000252647.1	RNA5SP416	rRNA_pseudogene	chr16	35751574	35751684	+
ENSG00000252268	ENSG00000252268.1	RNA5SP417	rRNA_pseudogene	chr16	35751828	35751935	+
ENSG00000251760	ENSG00000251760.1	RNA5SP418	rRNA_pseudogene	chr16	35752826	35752942	+
ENSG00000251717	ENSG00000251717.1	RNA5SP419	rRNA_pseudogene	chr16	35753796	35753930	+
ENSG00000252806	ENSG00000252806.1	RNA5SP420	rRNA_pseudogene	chr16	35754046	35754182	+
ENSG00000252673	ENSG00000252673.1	RNA5SP421	rRNA_pseudogene	chr16	35754555	35754688	+
ENSG00000252587	ENSG00000252587.1	RNA5SP422	rRNA_pseudogene	chr16	35754923	35755033	+
ENSG00000252936	ENSG00000252936.1	RNA5SP423	rRNA_pseudogene	chr16	35755177	35755285	+
ENSG00000260611	ENSG00000260611.1	ENSG00000260611	lncRNA	chr16	35785569	35786887	-
ENSG00000261620	ENSG00000261620.1	HMGN2P41	processed_pseudogene	chr16	35802869	35803280	-
ENSG00000261515	ENSG00000261515.1	VN1R70P	processed_pseudogene	chr16	35836886	35837732	+
ENSG00000261782	ENSG00000261782.1	ENSG00000261782	processed_pseudogene	chr16	35879036	35879498	-
ENSG00000279666	ENSG00000279666.1	ENSG00000279666	TEC	chr16	35903117	35904916	+
ENSG00000261084	ENSG00000261084.1	PPP1R1AP2	processed_pseudogene	chr16	35912120	35912516	+
ENSG00000290429	ENSG00000290429.1	ENSG00000290429	lncRNA	chr16	46469341	46569097	-
ENSG00000261239	ENSG00000261239.7	ANKRD26P1	transcribed_unprocessed_pseudogene	chr16	46518305	46568915	-
ENSG00000199448	ENSG00000199448.1	RNU6-845P	snRNA	chr16	46556089	46556191	-
ENSG00000261356	ENSG00000261356.2	ENSG00000261356	processed_pseudogene	chr16	46571537	46572136	+
ENSG00000260251	ENSG00000260251.1	ENSG00000260251	unprocessed_pseudogene	chr16	46573763	46575094	+
ENSG00000171241	ENSG00000171241.9	SHCBP1	protein_coding	chr16	46578591	46621379	-
ENSG00000261512	ENSG00000261512.2	ENSG00000261512	lncRNA	chr16	46622861	46624451	-
ENSG00000259856	ENSG00000259856.1	RAB43P1	processed_pseudogene	chr16	46626404	46626992	-
ENSG00000260909	ENSG00000260909.1	ENSG00000260909	unprocessed_pseudogene	chr16	46649126	46649849	+
ENSG00000069329	ENSG00000069329.18	VPS35	protein_coding	chr16	46656132	46689518	-
ENSG00000261131	ENSG00000261131.1	ENSG00000261131	lncRNA	chr16	46660696	46661591	-
ENSG00000280376	ENSG00000280376.1	ENSG00000280376	TEC	chr16	46673443	46673927	-
ENSG00000091651	ENSG00000091651.9	ORC6	protein_coding	chr16	46689643	46698394	+
ENSG00000140795	ENSG00000140795.13	MYLK3	protein_coding	chr16	46702282	46790407	-
ENSG00000260782	ENSG00000260782.1	ENSG00000260782	processed_pseudogene	chr16	46789898	46792040	+
ENSG00000155330	ENSG00000155330.10	C16orf87	protein_coding	chr16	46796603	46831180	-
ENSG00000260889	ENSG00000260889.1	CKBP1	processed_pseudogene	chr16	46842632	46844618	-
ENSG00000261725	ENSG00000261725.1	ENSG00000261725	processed_pseudogene	chr16	46850999	46851254	+
ENSG00000166123	ENSG00000166123.14	GPT2	protein_coding	chr16	46884362	46931289	+
ENSG00000069345	ENSG00000069345.12	DNAJA2	protein_coding	chr16	46955362	46973674	-
ENSG00000261173	ENSG00000261173.2	DNAJA2-DT	lncRNA	chr16	46973789	46978983	+
ENSG00000259821	ENSG00000259821.1	ENSG00000259821	lncRNA	chr16	47004513	47035385	+
ENSG00000259983	ENSG00000259983.1	ENSG00000259983	transcribed_processed_pseudogene	chr16	47013957	47014365	+
ENSG00000171208	ENSG00000171208.10	NETO2	protein_coding	chr16	47077703	47143945	-
ENSG00000260281	ENSG00000260281.6	ITFG1-AS1	lncRNA	chr16	47144323	47162749	+
ENSG00000239840	ENSG00000239840.1	RPL23AP72	processed_pseudogene	chr16	47150132	47150566	-
ENSG00000129636	ENSG00000129636.13	ITFG1	protein_coding	chr16	47154387	47464149	-
ENSG00000260744	ENSG00000260744.1	ENSG00000260744	lncRNA	chr16	47196311	47202429	+
ENSG00000279509	ENSG00000279509.1	ENSG00000279509	TEC	chr16	47218026	47218768	+
ENSG00000260012	ENSG00000260012.1	ENSG00000260012	processed_pseudogene	chr16	47262741	47263500	+
ENSG00000261369	ENSG00000261369.1	ENSG00000261369	lncRNA	chr16	47299447	47317814	+
ENSG00000222767	ENSG00000222767.1	Y_RNA	misc_RNA	chr16	47313027	47313121	-
ENSG00000288601	ENSG00000288601.1	5S_rRNA	rRNA_pseudogene	chr16	47450347	47450461	-
ENSG00000102893	ENSG00000102893.18	PHKB	protein_coding	chr16	47461123	47701523	+
ENSG00000222268	ENSG00000222268.1	RNA5SP425	rRNA_pseudogene	chr16	47505432	47505543	+
ENSG00000262038	ENSG00000262038.1	ENSG00000262038	lncRNA	chr16	47529190	47529916	+
ENSG00000259866	ENSG00000259866.1	ENSG00000259866	processed_pseudogene	chr16	47561307	47562480	-
ENSG00000261336	ENSG00000261336.1	EIF4BP5	processed_pseudogene	chr16	47565090	47566884	-
ENSG00000259918	ENSG00000259918.1	NDUFA5P11	processed_pseudogene	chr16	47598654	47598996	-
ENSG00000261231	ENSG00000261231.6	LINC02133	lncRNA	chr16	47724568	47908431	+
ENSG00000260497	ENSG00000260497.1	ENSG00000260497	processed_pseudogene	chr16	47760780	47760921	-
ENSG00000261325	ENSG00000261325.3	LINC02192	lncRNA	chr16	47849307	47887130	-
ENSG00000260450	ENSG00000260450.2	LINC02134	lncRNA	chr16	47965620	47971693	+
ENSG00000288026	ENSG00000288026.1	ENSG00000288026	lncRNA	chr16	48050588	48055099	-
ENSG00000261017	ENSG00000261017.1	ENSG00000261017	processed_pseudogene	chr16	48059671	48059995	-
ENSG00000140798	ENSG00000140798.17	ABCC12	protein_coding	chr16	48080882	48156018	-
ENSG00000261538	ENSG00000261538.1	ENSG00000261538	lncRNA	chr16	48164952	48167238	-
ENSG00000121270	ENSG00000121270.16	ABCC11	protein_coding	chr16	48165773	48247568	-
ENSG00000102910	ENSG00000102910.14	LONP2	protein_coding	chr16	48244300	48363122	+
ENSG00000240793	ENSG00000240793.1	UBA52P8	processed_pseudogene	chr16	48334471	48334854	-
ENSG00000280067	ENSG00000280067.1	ENSG00000280067	TEC	chr16	48343755	48346058	-
ENSG00000196470	ENSG00000196470.12	SIAH1	protein_coding	chr16	48356364	48448402	-
ENSG00000275909	ENSG00000275909.1	Metazoa_SRP	misc_RNA	chr16	48432927	48433208	-
ENSG00000261802	ENSG00000261802.1	ENSG00000261802	lncRNA	chr16	48447904	48448398	-
ENSG00000260688	ENSG00000260688.1	ENSG00000260688	processed_pseudogene	chr16	48470953	48471133	-
ENSG00000260347	ENSG00000260347.1	MOCS1P1	processed_pseudogene	chr16	48496990	48498601	+
ENSG00000102921	ENSG00000102921.8	N4BP1	protein_coding	chr16	48538726	48620148	-
ENSG00000261267	ENSG00000261267.1	ENSG00000261267	lncRNA	chr16	48559661	48587403	+
ENSG00000243609	ENSG00000243609.1	RPS2P44	processed_pseudogene	chr16	48577524	48578369	-
ENSG00000260033	ENSG00000260033.1	ENSG00000260033	processed_pseudogene	chr16	48600176	48600644	+
ENSG00000289119	ENSG00000289119.1	ENSG00000289119	lncRNA	chr16	48610310	48610907	+
ENSG00000259912	ENSG00000259912.1	ENSG00000259912	lncRNA	chr16	48620319	48622033	+
ENSG00000260086	ENSG00000260086.5	ENSG00000260086	lncRNA	chr16	48623415	48746318	+
ENSG00000260052	ENSG00000260052.1	ENSG00000260052	lncRNA	chr16	48637143	48638719	+
ENSG00000272545	ENSG00000272545.1	ENSG00000272545	lncRNA	chr16	48640473	48641052	+
ENSG00000260726	ENSG00000260726.2	KLF8P1	processed_pseudogene	chr16	48718083	48719143	+
ENSG00000222170	ENSG00000222170.1	RNU6-257P	snRNA	chr16	48731704	48731801	-
ENSG00000260184	ENSG00000260184.1	ENSG00000260184	processed_pseudogene	chr16	48849919	48850015	-
ENSG00000260067	ENSG00000260067.1	MTND4LP25	processed_pseudogene	chr16	49066567	49066729	-
ENSG00000287469	ENSG00000287469.1	ENSG00000287469	lncRNA	chr16	49072543	49275579	-
ENSG00000261421	ENSG00000261421.1	ENSG00000261421	lncRNA	chr16	49159508	49162023	+
ENSG00000261815	ENSG00000261815.1	ENSG00000261815	lncRNA	chr16	49170552	49171786	+
ENSG00000102924	ENSG00000102924.12	CBLN1	protein_coding	chr16	49277917	49281838	-
ENSG00000279249	ENSG00000279249.4	ENSG00000279249	lncRNA	chr16	49282021	49350504	+
