gene_symbol	hgnc_approved_symbol	ensembl_gene_id	n_promoters_in_target_library	in_lambert_2018	lambert_2018_dbd	jaspar_tf_class	jaspar_tf_family
RREB1	RREB1	ENSG00000124782	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
RUNX1	RUNX1	ENSG00000159216	1	True	Runt	Runt domain factors	Runt-related factors
RUNX1T1	RUNX1T1	ENSG00000079102	2	True	Unknown		
RUNX2	RUNX2	ENSG00000124813	2	True	Runt	Runt domain factors	Runt-related factors
RUNX3	RUNX3	ENSG00000020633	2	True	Runt	Runt domain factors	Runt-related factors
RUVBL1	RUVBL1	ENSG00000175792	1	False			
RXRA	RXRA	ENSG00000186350	1	True	Nuclear receptor		
RXRB	RXRB	ENSG00000204231	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
RXRG	RXRG	ENSG00000143171	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
SACM1L	SACM1L	ENSG00000211456	1	False			
SAFB	SAFB	ENSG00000160633	1	True	Unknown		
SAFB2	SAFB2	ENSG00000130254	1	True	Unknown		
SALL1	SALL1	ENSG00000103449	1	True	C2H2 ZF		
SALL2	SALL2	ENSG00000165821	1	True	C2H2 ZF		
SALL3	SALL3	ENSG00000256463	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
SALL4	SALL4	ENSG00000101115	1	True	C2H2 ZF		
SATB1	SATB1	ENSG00000182568	2	True	CUT; Homeodomain	Homeo domain factors	HD-CUT
SATB2	SATB2	ENSG00000119042	1	True	CUT; Homeodomain		
SCAND3	ZBED9	ENSG00000232040	1	True	BED ZF	C2H2 zinc finger factors	BED zinc finger factors
SCAPER	SCAPER	ENSG00000140386	1	True	Unknown		
SCMH1	SCMH1	ENSG00000010803	2	True	Unknown		
SCML4	SCML4	ENSG00000146285	1	True	AT hook		
SCRT1	SCRT1	ENSG00000261678	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
SCRT2	SCRT2	ENSG00000215397	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
SCXA	SCX	ENSG00000260428	1	True	bHLH		
SCXB	SCX	ENSG00000260428	1	True	bHLH		
SEBOX	SEBOX	ENSG00000274529	1	True	Homeodomain		
SETBP1	SETBP1	ENSG00000152217	1	True	AT hook		
SETD1A	SETD1A	ENSG00000099381	1	False			
SETDB1	SETDB1	ENSG00000143379	1	True	MBD		
SETDB2	SETDB2	ENSG00000136169	1	True	MBD		
SGSM2	SGSM2	ENSG00000141258	1	True	BED ZF		
SH3D19	SH3D19	ENSG00000109686	2	False			
SHOX	SHOX	ENSG00000185960	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
SHOX2	SHOX2	ENSG00000168779	1	True	Homeodomain		
SIM1	SIM1	ENSG00000112246	1	True	bHLH		
SIM2	SIM2	ENSG00000159263	1	True	bHLH		
SIN3A	SIN3A	ENSG00000169375	2	True	Unknown		
SIRT6	SIRT6	ENSG00000077463	1	True	Unknown		
SIX1	SIX1	ENSG00000126778	1	True	Homeodomain	Homeo domain factors	HD-SINE
SIX2	SIX2	ENSG00000170577	1	True	Homeodomain	Homeo domain factors	HD-SINE
SIX3	SIX3	ENSG00000138083	1	True	Homeodomain		
SIX4	SIX4	ENSG00000100625	1	True	Homeodomain		
SIX5	SIX5	ENSG00000177045	1	True	Homeodomain		
SIX6	SIX6	ENSG00000184302	1	True	Homeodomain		
SKI	SKI	ENSG00000157933	1	True	Unknown		
SKIL	SKIL	ENSG00000136603	1	True	Unknown		
SKOR1	SKOR1	ENSG00000188779	1	True	Unknown		
SKOR2	SKOR2	ENSG00000215474	1	True	SAND		
SLC22A1	SLC22A1	ENSG00000175003	1	False			
SLC2A4RG	SLC2A4RG	ENSG00000125520	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
SLC30A9	SLC30A9	ENSG00000014824	1	True	Unknown		
SMAD1	SMAD1	ENSG00000170365	1	True	SMAD		
SMAD2	SMAD2	ENSG00000175387	1	True	SMAD	SMAD/NF-1 DNA-binding domain factors	SMAD factors
SMAD3	SMAD3	ENSG00000166949	1	True	SMAD	SMAD/NF-1 DNA-binding domain factors	SMAD factors
SMAD4	SMAD4	ENSG00000141646	1	True	SMAD		
SMAD5	SMAD5	ENSG00000113658	1	True	SMAD	SMAD/NF-1 DNA-binding domain factors	SMAD factors
SMAD6	SMAD6	ENSG00000137834	1	True	SMAD		
SMAD7	SMAD7	ENSG00000101665	1	True	SMAD		
SMAD9	SMAD9	ENSG00000120693	1	True	SMAD		
SMARCA1	SMARCA1	ENSG00000102038	1	True	Myb/SANT		
SMARCA2	SMARCA2	ENSG00000080503	1	True	Unknown		
SMARCA4	SMARCA4	ENSG00000127616	1	True	Unknown		
SMARCA5	SMARCA5	ENSG00000153147	1	True	Myb/SANT		
SMARCB1	SMARCB1	ENSG00000099956	2	True	Unknown		
SMARCC1	SMARCC1	ENSG00000173473	1	True	Myb/SANT		
SMARCC2	SMARCC2	ENSG00000139613	1	True	Myb/SANT		
SMYD2	SMYD2	ENSG00000143499	1	False			
SMYD3	SMYD3	ENSG00000185420	1	True	Unknown		
SNAI1	SNAI1	ENSG00000124216	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
SNAI2	SNAI2	ENSG00000019549	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
SNAI3	SNAI3	ENSG00000185669	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
SNAPC1	SNAPC1	ENSG00000023608	1	False			
SNAPC2	SNAPC2	ENSG00000104976	1	True	Unknown		
SNAPC3	SNAPC3	ENSG00000164975	1	False			
SNAPC4	SNAPC4	ENSG00000165684	1	True	Myb/SANT		
SNAPC5	SNAPC5	ENSG00000174446	1	True	Unknown		
SOHLH1	SOHLH1	ENSG00000165643	1	True	bHLH		
SOHLH2	SOHLH2	ENSG00000120669	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	PAS domain factors
SON	SON	ENSG00000159140	2	True	Unknown		
SOX1	SOX1	ENSG00000182968	1	True	HMG/Sox		
SOX10	SOX10	ENSG00000100146	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX11	SOX11	ENSG00000176887	1	True	HMG/Sox		
SOX12	SOX12	ENSG00000177732	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX13	SOX13	ENSG00000143842	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX14	SOX14	ENSG00000168875	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX15	SOX15	ENSG00000129194	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX17	SOX17	ENSG00000164736	1	True	HMG/Sox		
SOX18	SOX18	ENSG00000203883	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX2	SOX2	ENSG00000181449	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX21	SOX21	ENSG00000125285	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX3	SOX3	ENSG00000134595	1	True	HMG/Sox		
SOX30	SOX30	ENSG00000039600	2	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX4	SOX4	ENSG00000124766	2	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX5	SOX5	ENSG00000134532	2	True	HMG/Sox		
SOX6	SOX6	ENSG00000110693	3	True	HMG/Sox		
SOX7	SOX7	ENSG00000171056	1	True	HMG/Sox		
SOX8	SOX8	ENSG00000005513	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SOX9	SOX9	ENSG00000125398	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SP1	SP1	ENSG00000185591	1	True	C2H2 ZF	C2H2 zinc finger factors	Three-zinc finger Kruppel-related
SP100	SP100	ENSG00000067066	1	True	SAND		
SP110	SP110	ENSG00000135899	1	True	SAND		
SP140	SP140	ENSG00000079263	1	True	SAND		
SP140L	SP140L	ENSG00000185404	1	True	SAND	SAND domain factors	Sp140-Sp100
SP2	SP2	ENSG00000167182	1	True	C2H2 ZF	C2H2 zinc finger factors	Three-zinc finger Kruppel-related
SP3	SP3	ENSG00000172845	1	True	C2H2 ZF	C2H2 zinc finger factors	Three-zinc finger Kruppel-related
SP4	SP4	ENSG00000105866	1	True	C2H2 ZF	C2H2 zinc finger factors	Three-zinc finger Kruppel-related
SP5	SP5	ENSG00000204335	1	True	C2H2 ZF	C2H2 zinc finger factors	Three-zinc finger Kruppel-related
SP6	SP6	ENSG00000189120	1	True	C2H2 ZF		
SP7	SP7	ENSG00000170374	1	True	C2H2 ZF		
SP8	SP8	ENSG00000164651	1	True	C2H2 ZF	C2H2 zinc finger factors	Three-zinc finger Kruppel-related
SP9	SP9	ENSG00000217236	1	True	C2H2 ZF	C2H2 zinc finger factors	Three-zinc finger Kruppel-related
SPDEF	SPDEF	ENSG00000124664	1	True	Ets	Tryptophan cluster factors	Ets-related
SPEN	SPEN	ENSG00000065526	1	True	Unknown		
SPI1	SPI1	ENSG00000066336	1	True	Ets	Tryptophan cluster factors	Ets-related
SPIB	SPIB	ENSG00000269404	1	True	Ets	Tryptophan cluster factors	Ets-related
SPIC	SPIC	ENSG00000166211	1	True	Ets	Tryptophan cluster factors	Ets-related
SPZ1	SPZ1	ENSG00000164299	1	True	Unknown		
SRCAP	SRCAP	ENSG00000080603	1	True	AT hook		
SREBF1	SREBF1	ENSG00000072310	2	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
SREBF2	SREBF2	ENSG00000198911	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
SRF	SRF	ENSG00000112658	1	True	MADS box	MADS box factors	Responders to external signals (SRF/RLM1)
SRY	SRY	ENSG00000184895	1	True	HMG/Sox	High-mobility group (HMG) domain factors	SOX-related factors
SS18	SS18	ENSG00000141380	1	False			
SSRP1	SSRP1	ENSG00000149136	1	True	HMG/Sox		
ST18	ST18	ENSG00000147488	1	True	C2H2 ZF		
STAT1	STAT1	ENSG00000115415	1	True	STAT	STAT domain factors	STAT factors
STAT2	STAT2	ENSG00000170581	1	True	STAT		
STAT3	STAT3	ENSG00000168610	1	True	STAT	STAT domain factors	STAT factors
STAT4	STAT4	ENSG00000138378	1	True	STAT		
STAT5A	STAT5A	ENSG00000126561	1	True	STAT		
STAT5B	STAT5B	ENSG00000173757	1	True	STAT		
STAT6	STAT6	ENSG00000166888	1	True	STAT		
STOX2	STOX2	ENSG00000173320	2	False			
STRA13	CENPX	ENSG00000169689	1	True	Unknown		
STRAP	STRAP	ENSG00000023734	1	False			
SUB1	SUB1	ENSG00000113387	2	True	Unknown		
SULT2A1	SULT2A1	ENSG00000105398	1	False			
SUPT4H1	SUPT4H1	ENSG00000213246	1	True	Unknown		
SUPT5H	SUPT5H	ENSG00000196235	1	True	Unknown		
SUZ12	SUZ12	ENSG00000178691	1	True	Unknown		
T	TBXT	ENSG00000164458	1	True	T-box	T-Box factors	Brachyury-related factors
TADA2A	TADA2A	ENSG00000276234	1	True	Myb/SANT		
TADA2B	TADA2B	ENSG00000173011	1	True	Myb/SANT		
TADA3	TADA3	ENSG00000171148	1	True	Unknown		
TAF1	TAF1	ENSG00000147133	1	True	Unknown		
TAF10	TAF10	ENSG00000166337	1	True	Unknown		
TAF11	TAF11	ENSG00000064995	1	True	Unknown		
TAF12	TAF12	ENSG00000120656	1	True	Unknown		
TAF13	TAF13	ENSG00000197780	1	True	Unknown		
TAF1A	TAF1A	ENSG00000143498	1	True	Unknown		
TAF1B	TAF1B	ENSG00000115750	1	True	Unknown		
TAF4	TAF4	ENSG00000130699	1	True	Unknown		
TAF4B	TAF4B	ENSG00000141384	1	True	Unknown		
TAF5	TAF5	ENSG00000148835	1	True	Unknown		
TAF5L	TAF5L	ENSG00000135801	1	True	Unknown		
TAF6	TAF6	ENSG00000106290	1	True	Unknown		
TAF7	TAF7	ENSG00000178913	1	True	Unknown		
TAF9	TAF9	ENSG00000273841	1	True	Unknown		
TAL1	TAL1	ENSG00000162367	2	True	bHLH		
TAL2	TAL2	ENSG00000186051	1	True	bHLH		
TARDBP	TARDBP	ENSG00000120948	1	True	Unknown		
TAZ	TAFAZZIN	ENSG00000102125	1	False			
TBP	TBP	ENSG00000112592	1	True	TBP		
TBPL1	TBPL1	ENSG00000028839	1	True	TBP		
TBPL2	TBPL2	ENSG00000182521	1	True	TBP		
TBR1	TBR1	ENSG00000136535	1	True	T-box	T-Box factors	TBrain-related factors
TBX1	TBX1	ENSG00000184058	1	True	T-box	T-Box factors	TBX1-related factors
TBX10	TBX10	ENSG00000167800	1	True	T-box		
TBX15	TBX15	ENSG00000092607	1	True	T-box	T-Box factors	TBX1-related factors
TBX18	TBX18	ENSG00000112837	2	True	T-box	T-Box factors	TBX1-related factors
TBX19	TBX19	ENSG00000143178	1	True	T-box	T-Box factors	Brachyury-related factors
TBX2	TBX2	ENSG00000121068	1	True	T-box	T-Box factors	TBX2-related factors
TBX20	TBX20	ENSG00000164532	1	True	T-box	T-Box factors	TBX1-related factors
TBX21	TBX21	ENSG00000073861	1	True	T-box	T-Box factors	TBrain-related factors
TBX22	TBX22	ENSG00000122145	1	True	T-box		
TBX3	TBX3	ENSG00000135111	1	True	T-box	T-Box factors	TBX2-related factors
TBX4	TBX4	ENSG00000121075	2	True	T-box	T-Box factors	TBX2-related factors
TBX5	TBX5	ENSG00000089225	2	True	T-box	T-Box factors	TBX2-related factors
TBX6	TBX6	ENSG00000149922	1	True	T-box	T-Box factors	TBX6-related factors
TCEB1	ELOC	ENSG00000154582	1	False			
TCEB2	ELOB	ENSG00000103363	1	False			
TCEB3	ELOA	ENSG00000011007	1	False			
TCERG1	TCERG1	ENSG00000113649	1	False			
TCF12	TCF12	ENSG00000140262	2	True	bHLH	Basic helix-loop-helix factors (bHLH)	E2A
TCF15	TCF15	ENSG00000125878	1	True	bHLH		
TCF19	TCF19	ENSG00000137310	2	True	Unknown		
TCF20	TCF20	ENSG00000100207	1	True	Unknown		
TCF21	TCF21	ENSG00000118526	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
TCF23	TCF23	ENSG00000163792	1	True	bHLH		
TCF24	TCF24	ENSG00000261787	1	True	bHLH		
TCF25	TCF25	ENSG00000141002	1	True	Unknown		
TCF3	TCF3	ENSG00000071564	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	E2A
TCF4	TCF4	ENSG00000196628	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	E2A
TCF7	TCF7	ENSG00000081059	1	True	HMG/Sox	High-mobility group (HMG) domain factors	TCF-7-related factors
TCF7L1	TCF7L1	ENSG00000152284	1	True	HMG/Sox	High-mobility group (HMG) domain factors	TCF-7-related factors
TCF7L2	TCF7L2	ENSG00000148737	1	True	HMG/Sox	High-mobility group (HMG) domain factors	TCF-7-related factors
TCFL5	TCFL5	ENSG00000101190	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	PAS domain factors
TEAD1	TEAD1	ENSG00000187079	1	True	TEA	TEA domain factors	TEF-1-related factors
TEAD2	TEAD2	ENSG00000074219	1	True	TEA	TEA domain factors	TEF-1-related factors
TEAD3	TEAD3	ENSG00000007866	1	True	TEA	TEA domain factors	TEF-1-related factors
TEAD4	TEAD4	ENSG00000197905	1	True	TEA	TEA domain factors	TEF-1-related factors
TEF	TEF	ENSG00000167074	2	True	bZIP	Basic leucine zipper factors (bZIP)	CEBP-related
TERF1	TERF1	ENSG00000147601	1	True	Myb/SANT		
TERF2	TERF2	ENSG00000132604	1	True	Myb/SANT		
TET1	TET1	ENSG00000138336	1	True	CxxC		
TET2	TET2	ENSG00000168769	1	True	Unknown		
TET3	TET3	ENSG00000187605	1	True	CxxC		
TFAM	TFAM	ENSG00000108064	1	True	HMG/Sox		
TFAP2A	TFAP2A	ENSG00000137203	2	True	AP-2	Basic helix-span-helix factors (bHSH)	AP-2
TFAP2B	TFAP2B	ENSG00000008196	1	True	AP-2	Basic helix-span-helix factors (bHSH)	AP-2
TFAP2C	TFAP2C	ENSG00000087510	1	True	AP-2	Basic helix-span-helix factors (bHSH)	AP-2
TFAP2D	TFAP2D	ENSG00000008197	1	True	AP-2		
TFAP2E	TFAP2E	ENSG00000116819	1	True	AP-2	Basic helix-span-helix factors (bHSH)	AP-2
TFAP4	TFAP4	ENSG00000090447	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
TFCP2	TFCP2	ENSG00000135457	1	True	Grainyhead	Grainyhead domain factors	CP2-related factors
TFCP2L1	TFCP2L1	ENSG00000115112	1	True	Grainyhead		
TFDP1	TFDP1	ENSG00000198176	1	True	E2F	Fork head/winged helix factors	E2F
TFDP2	TFDP2	ENSG00000114126	2	True	E2F		
TFDP3	TFDP3	ENSG00000183434	1	True	E2F		
TFE3	TFE3	ENSG00000068323	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
TFEB	TFEB	ENSG00000112561	2	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
TFEC	TFEC	ENSG00000105967	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
TGFB1I1	TGFB1I1	ENSG00000140682	1	True	Unknown		
TGIF1	TGIF1	ENSG00000177426	1	True	Homeodomain	Homeo domain factors	TALE-type homeo domain factors
TGIF2	TGIF2	ENSG00000118707	1	True	Homeodomain	Homeo domain factors	TALE-type homeo domain factors
TGIF2LX	TGIF2LX	ENSG00000153779	1	True	Homeodomain	Homeo domain factors	TALE-type homeo domain factors
TGIF2LY	TGIF2LY	ENSG00000176679	1	True	Homeodomain	Homeo domain factors	TALE-type homeo domain factors
THAP1	THAP1	ENSG00000131931	1	True	THAP finger	C2CH THAP-type zinc finger factors	THAP-related factors
THAP10	THAP10	ENSG00000129028	1	True	THAP finger		
THAP11	THAP11	ENSG00000168286	1	True	THAP finger	C2CH THAP-type zinc finger factors	THAP-related factors
THAP2	THAP2	ENSG00000173451	2	True	THAP finger		
THAP3	THAP3	ENSG00000041988	1	True	THAP finger		
THAP4	THAP4	ENSG00000176946	1	True	THAP finger		
THAP5	THAP5	ENSG00000177683	1	True	THAP finger		
THAP6	THAP6	ENSG00000174796	1	True	THAP finger		
THAP7	THAP7	ENSG00000184436	1	True	THAP finger		
THAP8	THAP8	ENSG00000161277	1	True	THAP finger		
THAP9	THAP9	ENSG00000168152	1	True	THAP finger		
THRA	THRA	ENSG00000126351	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
THRB	THRB	ENSG00000151090	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
THYN1	THYN1	ENSG00000151500	1	True	Unknown		
TIGD1	TIGD1	ENSG00000221944	1	True	CENPB		
TIGD2	TIGD2	ENSG00000180346	1	True	CENPB		
TIGD3	TIGD3	ENSG00000173825	1	True	CENPB		
TIGD4	TIGD4	ENSG00000169989	1	True	CENPB	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
TIGD5	TIGD5	ENSG00000179886	1	True	CENPB	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
TIGD6	TIGD6	ENSG00000164296	1	True	CENPB		
TIGD7	TIGD7	ENSG00000140993	1	True	CENPB	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
TLX1	TLX1	ENSG00000107807	1	True	Homeodomain		
TLX2	TLX2	ENSG00000115297	1	True	Homeodomain	Homeo domain factors	NK
TLX3	TLX3	ENSG00000164438	1	True	Homeodomain	Homeo domain factors	NK
TMF1	TMF1	ENSG00000144747	1	True	Unknown		
TNXB	TNXB	ENSG00000168477	1	False			
TOPORS	TOPORS	ENSG00000197579	1	True	Unknown		
TOX	TOX	ENSG00000198846	1	True	HMG/Sox		
TOX2	TOX2	ENSG00000124191	1	True	HMG/Sox		
TOX3	TOX3	ENSG00000103460	1	True	HMG/Sox		
TOX4	TOX4	ENSG00000092203	1	True	HMG/Sox		
TP53	TP53	ENSG00000141510	1	True	p53	p53 domain factors	p53-related factors
TP53BP1	TP53BP1	ENSG00000067369	2	True	Unknown		
TP53BP2	TP53BP2	ENSG00000143514	1	False			
TP63	TP63	ENSG00000073282	1	True	p53	p53 domain factors	p53-related factors
TP73	TP73	ENSG00000078900	1	True	p53	p53 domain factors	p53-related factors
TPI1	TPI1	ENSG00000111669	1	False			
TPRX1	TPRX1	ENSG00000178928	1	True	Homeodomain	Homeo domain factors	Paired-related HD
TRAFD1	TRAFD1	ENSG00000135148	1	True	C2H2 ZF		
TRERF1	TRERF1	ENSG00000124496	1	True	C2H2 ZF; Myb/SANT		
TRIM22	TRIM22	ENSG00000132274	1	True	Unknown		
TRIM25	TRIM25	ENSG00000121060	1	True	Unknown		
TRIM27	TRIM27	ENSG00000204713	1	True	Unknown		
TRIM28	TRIM28	ENSG00000130726	1	True	Unknown		
TRIM29	TRIM29	ENSG00000137699	2	True	Unknown		
TRPS1	TRPS1	ENSG00000104447	1	True	GATA	Other C4 zinc finger-type factors	C4-GATA-related
TSC22D1	TSC22D1	ENSG00000102804	1	True	Unknown		
TSC22D2	TSC22D2	ENSG00000196428	1	True	Unknown		
TSC22D3	TSC22D3	ENSG00000157514	1	True	Unknown		
TSC22D4	TSC22D4	ENSG00000166925	1	True	Unknown		
TSHZ1	TSHZ1	ENSG00000179981	1	True	C2H2 ZF		
TSHZ2	TSHZ2	ENSG00000182463	1	True	C2H2 ZF		
TSHZ3	TSHZ3	ENSG00000121297	1	True	C2H2 ZF		
TTF1	TTF1	ENSG00000125482	1	True	Myb/SANT		
TUB	TUB	ENSG00000166402	1	True	Unknown		
TULP1	TULP1	ENSG00000112041	1	False			
TULP2	TULP2	ENSG00000104804	1	False			
TULP3	TULP3	ENSG00000078246	2	False			
TULP4	TULP4	ENSG00000130338	1	True	Unknown		
TWIST1	TWIST1	ENSG00000122691	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
TWIST2	TWIST2	ENSG00000233608	1	True	bHLH		
UBN1	UBN1	ENSG00000118900	1	True	Unknown		
UBP1	UBP1	ENSG00000153560	1	True	Grainyhead		
UBTF	UBTF	ENSG00000108312	1	True	HMG/Sox		
UNCX	UNCX	ENSG00000164853	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
UNKL	UNKL	ENSG00000059145	1	True	CCCH ZF		
USF1	USF1	ENSG00000158773	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
USF2	USF2	ENSG00000105698	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
VAV1	VAV1	ENSG00000141968	1	True	Unknown		
VAX1	VAX1	ENSG00000148704	1	True	Homeodomain	Homeo domain factors	NK
VAX2	VAX2	ENSG00000116035	1	True	Homeodomain	Homeo domain factors	NK
VDR	VDR	ENSG00000111424	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
VENTX	VENTX	ENSG00000151650	1	True	Homeodomain	Homeo domain factors	NK
VEZF1	VEZF1	ENSG00000136451	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
VPS72	VPS72	ENSG00000163159	1	True	Unknown		
VSX1	VSX1	ENSG00000100987	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
VSX2	VSX2	ENSG00000119614	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
VTN	VTN	ENSG00000109072	1	False			
WDHD1	WDHD1	ENSG00000198554	1	True	HMG/Sox		
WDR82	WDR82	ENSG00000164091	1	False			
WHSC1	NSD2	ENSG00000109685	1	True	HMG/Sox		
WIZ	WIZ	ENSG00000011451	1	True	C2H2 ZF		
WNK1	WNK1	ENSG00000060237	1	False			
WT1	WT1	ENSG00000184937	1	True	C2H2 ZF		
XBP1	XBP1	ENSG00000100219	1	True	bZIP	Basic leucine zipper factors (bZIP)	XBP-1-related factors
XPA	XPA	ENSG00000136936	1	True	Unknown		
XRCC5	XRCC5	ENSG00000079246	1	False			
XRCC6	XRCC6	ENSG00000196419	1	False			
YAF2	YAF2	ENSG00000015153	1	False			
YAP1	YAP1	ENSG00000137693	1	False			
YBX1	YBX1	ENSG00000065978	1	True	CSD		
YBX2	YBX2	ENSG00000006047	1	True	CSD		
YBX3	YBX3	ENSG00000060138	1	True	CSD		
YEATS2	YEATS2	ENSG00000163872	1	True	Unknown		
YWHAE	YWHAE	ENSG00000108953	1	False			
YWHAZ	YWHAZ	ENSG00000164924	1	False			
YY1	YY1	ENSG00000100811	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
YY2	YY2	ENSG00000230797	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBED1	ZBED1	ENSG00000214717	1	True	BED ZF	C2H2 zinc finger factors	BED zinc finger factors
ZBED2	ZBED2	ENSG00000177494	1	True	BED ZF	C2H2 zinc finger factors	BED zinc finger factors
ZBED3	ZBED3	ENSG00000132846	1	True	BED ZF		
ZBED4	ZBED4	ENSG00000100426	1	True	BED ZF	C2H2 zinc finger factors	BED zinc finger factors
ZBED5	ZBED5	ENSG00000236287	1	True	BED ZF	C2H2 zinc finger factors	BED zinc finger factors
ZBED6	ZBED6	ENSG00000257315	1	True	BED ZF		
ZBTB1	ZBTB1	ENSG00000126804	1	True	C2H2 ZF		
ZBTB10	ZBTB10	ENSG00000205189	1	True	C2H2 ZF		
ZBTB11	ZBTB11	ENSG00000066422	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB12	ZBTB12	ENSG00000204366	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB14	ZBTB14	ENSG00000198081	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB16	ZBTB16	ENSG00000109906	1	True	C2H2 ZF		
ZBTB17	ZBTB17	ENSG00000116809	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZBTB18	ZBTB18	ENSG00000179456	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB2	ZBTB2	ENSG00000181472	1	True	C2H2 ZF		
ZBTB20	ZBTB20	ENSG00000181722	2	True	C2H2 ZF		
ZBTB21	ZBTB21	ENSG00000173276	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZBTB22	ZBTB22	ENSG00000236104	1	True	C2H2 ZF		
ZBTB24	ZBTB24	ENSG00000112365	1	True	C2H2 ZF; AT hook	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB25	ZBTB25	ENSG00000089775	1	True	C2H2 ZF		
ZBTB26	ZBTB26	ENSG00000171448	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB3	ZBTB3	ENSG00000185670	1	True	C2H2 ZF		
ZBTB32	ZBTB32	ENSG00000011590	1	True	C2H2 ZF	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
ZBTB33	ZBTB33	ENSG00000177485	1	True	C2H2 ZF	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
ZBTB34	ZBTB34	ENSG00000177125	1	True	C2H2 ZF		
ZBTB37	ZBTB37	ENSG00000185278	1	True	C2H2 ZF		
ZBTB38	ZBTB38	ENSG00000177311	2	True	C2H2 ZF		
