gene_symbol	hgnc_approved_symbol	n_promoters_in_target_library	ensembl_gene_id	ensembl_gene_id_source	in_lambert_2018	lambert_2018_is_tf	lambert_2018_dbd	lambert_2018_tf_assessment	lambert_2018_binding_mode	in_jaspar_core	jaspar_matrix_ids	jaspar_base_ids	jaspar_tf_class	jaspar_tf_family	jaspar_uniprot_ids
ZNF366	ZNF366	1	ENSG00000178175	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF367	ZNF367	1	ENSG00000165244	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2552.1	MA2552	C2H2 zinc finger factors		Q7RTV3
ZNF37A	ZNF37A	1	ENSG00000075407	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF382	ZNF382	1	ENSG00000161298	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1594.1	MA1594	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q96SR6
ZNF383	ZNF383	1	ENSG00000188283	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF384	ZNF384	1	ENSG00000126746	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1125.1;MA1125.2	MA1125	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q8TF68
ZNF385A	ZNF385A	2	ENSG00000161642	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF385B	ZNF385B	1	ENSG00000144331	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF385C	ZNF385C	1	ENSG00000187595	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF385D	ZNF385D	1	ENSG00000151789	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF391	ZNF391	1	ENSG00000124613	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF394	ZNF394	1	ENSG00000160908	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF395	ZNF395	1	ENSG00000186918	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2566.1	MA2566	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q9H8N7
ZNF396	ZNF396	1	ENSG00000186496	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF397	ZNF397	1	ENSG00000186812	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF398	ZNF398	1	ENSG00000197024	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF404	ZNF404	1	ENSG00000176222	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF407	ZNF407	1	ENSG00000215421	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2553.1	MA2553	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q9C0G0
ZNF408	ZNF408	1	ENSG00000175213	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF41	ZNF41	1	ENSG00000147124	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF410	ZNF410	1	ENSG00000119725	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0752.1;MA0752.2	MA0752	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q86VK4
ZNF414	ZNF414	1	ENSG00000133250	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF415	ZNF415	1	ENSG00000170954	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF416	ZNF416	1	ENSG00000083817	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1979.1;MA1979.2	MA1979	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q8NA42
ZNF417	ZNF417	1	ENSG00000173480	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1727.1;MA1727.2	MA1727	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q8TAU3
ZNF418	ZNF418	1	ENSG00000196724	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1980.1	MA1980	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q8TF45
ZNF419	ZNF419	1	ENSG00000105136	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF420	ZNF420	1	ENSG00000197050	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF423	ZNF423	2	ENSG00000102935	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0116.2	MA0116	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q2M1K9
ZNF425	ZNF425	1	ENSG00000204947	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF426	ZNF426	1	ENSG00000130818	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF428	ZNF428	1	ENSG00000131116	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF429	ZNF429	1	ENSG00000197013	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF43	ZNF43	2	ENSG00000198521	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2564.1;MA2692.1	MA2564;MA2692	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	P17038
ZNF430	ZNF430	1	ENSG00000118620	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF431	ZNF431	1	ENSG00000196705	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF432	ZNF432	1	ENSG00000256087	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF433	ZNF433	1	ENSG00000197647	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF436	ZNF436	2	ENSG00000125945	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA2494.1	MA2494	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q9C0F3
ZNF438	ZNF438	2	ENSG00000183621	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF439	ZNF439	1	ENSG00000171291	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF44	ZNF44	1	ENSG00000197857	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF440	ZNF440	1	ENSG00000171295	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF441	ZNF441	1	ENSG00000197044	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF442	ZNF442	1	ENSG00000198342	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF443	ZNF443	1	ENSG00000180855	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF444	ZNF444	1	ENSG00000167685	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF445	ZNF445	1	ENSG00000185219	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF446	ZNF446	1	ENSG00000083838	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF449	ZNF449	1	ENSG00000173275	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1656.1;MA1656.2	MA1656	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q6P9G9
ZNF45	ZNF45	1	ENSG00000124459	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF451	ZNF451	1	ENSG00000112200	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF454	ZNF454	1	ENSG00000178187	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1712.1;MA1712.2	MA1712	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q8N9F8
ZNF460	ZNF460	1	ENSG00000197714	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1596.1	MA1596	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q14592
ZNF461	ZNF461	1	ENSG00000197808	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF462	ZNF462	1	ENSG00000148143	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF467	ZNF467	1	ENSG00000181444	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF468	ZNF468	1	ENSG00000204604	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF469	ZNF469	1	ENSG00000225614	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF470	ZNF470	1	ENSG00000197016	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2689.1	MA2689	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers	Q6ECI4
ZNF471	ZNF471	1	ENSG00000196263	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2554.1	MA2554	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q9BX82
ZNF473	ZNF473	1	ENSG00000142528	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF474	ZNF474	1	ENSG00000164185	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF479	ZNF479	1	ENSG00000185177	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF48	ZNF48	1	ENSG00000180035	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF480	ZNF480	1	ENSG00000198464	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF483	ZNF483	1	ENSG00000173258	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF484	ZNF484	1	ENSG00000127081	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF485	ZNF485	1	ENSG00000198298	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF486	ZNF486	1	ENSG00000256229	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF488	ZNF488	2	ENSG00000265763	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF490	ZNF490	1	ENSG00000188033	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA2495.1	MA2495	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q9ULM2
ZNF491	ZNF491	1	ENSG00000177599	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF492	ZNF492	1	ENSG00000229676	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF493	ZNF493	1	ENSG00000196268	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2555.1	MA2555	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q6ZR52
ZNF496	ZNF496	1	ENSG00000162714	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF497	ZNF497	1	ENSG00000174586	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2567.1	MA2567	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q6ZNH5
ZNF500	ZNF500	1	ENSG00000103199	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2585.1	MA2585	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	O60304
ZNF501	ZNF501	1	ENSG00000186446	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF502	ZNF502	1	ENSG00000196653	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF503	ZNF503	1	ENSG00000165655	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF506	ZNF506	1	ENSG00000081665	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF507	ZNF507	1	ENSG00000168813	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF510	ZNF510	1	ENSG00000081386	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2556.1	MA2556	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q9Y2H8
ZNF511	ZNF511	1	ENSG00000198546	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF512	ZNF512	1	ENSG00000243943	gtf_direct	True	Yes	C2H2 ZF; BED ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF512B	ZNF512B	1	ENSG00000196700	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF513	ZNF513	1	ENSG00000163795	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF514	ZNF514	2	ENSG00000144026	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF516	ZNF516	1	ENSG00000101493	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF517	ZNF517	1	ENSG00000197363	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF518A	ZNF518A	1	ENSG00000177853	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF518B	ZNF518B	1	ENSG00000178163	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2586.1	MA2586	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q9C0D4
ZNF519	ZNF519	1	ENSG00000175322	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF521	ZNF521	1	ENSG00000198795	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF524	ZNF524	1	ENSG00000171443	gtf_direct	True	Yes	C2H2 ZF; AT hook	Known motif	Monomer or homomultimer	True	MA2096.1	MA2096	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q96C55
ZNF526	ZNF526	1	ENSG00000167625	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF527	ZNF527	1	ENSG00000189164	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF528	ZNF528	1	ENSG00000167555	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1597.1	MA1597	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q3MIS6
ZNF529	ZNF529	1	ENSG00000186020	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF530	ZNF530	1	ENSG00000183647	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1981.1;MA1981.2	MA1981	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q6P9A1
ZNF532	ZNF532	2	ENSG00000074657	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF534	ZNF534	1	ENSG00000198633	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF536	ZNF536	1	ENSG00000198597	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2575.1	MA2575	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	O15090
ZNF540	ZNF540	2	ENSG00000171817	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF541	ZNF541	1	ENSG00000118156	gtf_direct	True	Yes	C2H2 ZF; Myb/SANT	Known motif	Monomer or homomultimer	False					
ZNF543	ZNF543	1	ENSG00000178229	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF544	ZNF544	1	ENSG00000198131	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF546	ZNF546	1	ENSG00000187187	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF547	ZNF547	1	ENSG00000152433	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA2334.1	MA2334	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q8IVP9
ZNF548	ZNF548	1	ENSG00000188785	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF549	ZNF549	1	ENSG00000121406	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1728.1;MA1728.2	MA1728	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q6P9A3
ZNF550	ZNF550	1	ENSG00000251369	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF551	ZNF551	1	ENSG00000204519	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2518.1	MA2518	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q7Z340
ZNF552	ZNF552	1	ENSG00000178935	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF554	ZNF554	1	ENSG00000172006	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF555	ZNF555	1	ENSG00000186300	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF556	ZNF556	1	ENSG00000172000	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF557	ZNF557	1	ENSG00000130544	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF558	ZNF558	1	ENSG00000167785	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA2335.1	MA2335	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q96NG5
ZNF559	ZNF559	1	ENSG00000188321	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF559-ZNF177	ZNF559-ZNF177	1	ENSG00000270011	gtf_direct	False					False					
ZNF560	ZNF560	1	ENSG00000198028	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF561	ZNF561	1	ENSG00000171469	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF562	ZNF562	1	ENSG00000171466	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF563	ZNF563	1	ENSG00000188868	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF564	ZNF564	1	ENSG00000249709	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF565	ZNF565	1	ENSG00000196357	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF566	ZNF566	1	ENSG00000186017	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF567	ZNF567	1	ENSG00000189042	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF568	ZNF568	1	ENSG00000198453	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2568.1	MA2568	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q3ZCX4
ZNF569	ZNF569	1	ENSG00000196437	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF57	ZNF57	1	ENSG00000171970	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2545.1	MA2545	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q68EA5
ZNF570	ZNF570	2	ENSG00000171827	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF571	ZNF571	1	ENSG00000180479	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF572	ZNF572	1	ENSG00000180938	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF573	ZNF573	1	ENSG00000189144	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF574	ZNF574	2	ENSG00000105732	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1982.1;MA1982.2	MA1982	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q6ZN55
ZNF575	ZNF575	1	ENSG00000176472	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF576	ZNF576	1	ENSG00000124444	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF577	ZNF577	1	ENSG00000161551	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF578	ZNF578	1	ENSG00000258405	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF579	ZNF579	1	ENSG00000218891	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF580	ZNF580	2	ENSG00000213015	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF581	ZNF581	2	ENSG00000171425	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF582	ZNF582	1	ENSG00000018869	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1983.1;MA1983.2	MA1983	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q96NG8
ZNF583	ZNF583	1	ENSG00000198440	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF584	ZNF584	1	ENSG00000171574	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF585A	ZNF585A	1	ENSG00000196967	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF585B	ZNF585B	1	ENSG00000245680	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF586	ZNF586	1	ENSG00000083828	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF587	ZNF587	1	ENSG00000198466	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF587B	ZNF587B	1	ENSG00000269343	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF589	ZNF589	1	ENSG00000164048	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF592	ZNF592	1	ENSG00000166716	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF593	ZNF593	1	ENSG00000142684	gtf_direct	True	No	C2H2 ZF	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
ZNF594	ZNF594	1	ENSG00000180626	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF595	ZNF595	2	ENSG00000272602	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF596	ZNF596	1	ENSG00000172748	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA2496.1	MA2496	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q8TC21
ZNF597	ZNF597	1	ENSG00000167981	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF598	ZNF598	1	ENSG00000167962	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF599	ZNF599	1	ENSG00000153896	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF600	ZNF600	1	ENSG00000189190	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF605	ZNF605	1	ENSG00000196458	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF606	ZNF606	1	ENSG00000166704	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2519.1	MA2519	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	E7ETH6
ZNF607	ZNF607	1	ENSG00000198182	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF608	ZNF608	2	ENSG00000168916	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF609	ZNF609	1	ENSG00000180357	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF610	ZNF610	1	ENSG00000167554	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1713.1;MA1713.2	MA1713	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q8N9Z0
ZNF611	ZNF611	1	ENSG00000213020	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF613	ZNF613	1	ENSG00000176024	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF614	ZNF614	1	ENSG00000142556	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF615	ZNF615	1	ENSG00000197619	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF616	ZNF616	1	ENSG00000204611	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
ZNF618	ZNF618	1	ENSG00000157657	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
ZNF619	ZNF619	1	ENSG00000177873	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
